ev_id,aircraft_key,failure_categories,primary_category,n_categories,text_severity_score,has_engine_failure,has_weather_factor,has_human_factors,has_fire,has_structural,has_maintenance,narrative_length
20001213X25369,1,[],,0,1,False,False,False,False,False,False,0
20001213X25589,1,[],,0,1,False,False,False,False,False,False,0
20001213X25593,1,[],,0,1,False,False,False,False,False,False,0
20001213X25836,1,[],,0,1,False,False,False,False,False,False,0
20001213X25847,1,[],,0,1,False,False,False,False,False,False,0
20001213X26095,1,[],,0,1,False,False,False,False,False,False,0
20001213X26102,1,[],,0,1,False,False,False,False,False,False,0
20001213X26103,1,[],,0,1,False,False,False,False,False,False,0
20001213X26409,1,[],,0,1,False,False,False,False,False,False,0
20001213X26412,1,[],,0,1,False,False,False,False,False,False,0
20001213X26413,1,[],,0,1,False,False,False,False,False,False,0
20001213X26421,1,[],,0,1,False,False,False,False,False,False,0
20001213X26741,1,[],,0,1,False,False,False,False,False,False,0
20001213X26749,1,[],,0,1,False,False,False,False,False,False,0
20001213X26750,1,[],,0,1,False,False,False,False,False,False,0
20001213X26751,1,[],,0,1,False,False,False,False,False,False,0
20001213X26753,1,[],,0,1,False,False,False,False,False,False,0
20001213X27676,1,[],,0,1,False,False,False,False,False,False,71
20001213X27678,1,[],,0,1,False,False,False,False,False,False,136
20001213X27810,1,['weather'],weather,1,1,False,True,False,False,False,False,194
20001213X27811,1,[],,0,1,False,False,False,False,False,False,238
20001213X28212,1,[],,0,1,False,False,False,False,False,False,168
20001213X28213,1,['landing_gear'],landing_gear,1,1,False,False,False,False,False,False,267
20001213X28450,1,['weather'],weather,1,1,False,True,False,False,False,False,218
20001213X28692,1,"['fuel_related', 'weather']",fuel_related,2,1,False,True,False,False,False,False,273
20001213X28994,1,['weather'],weather,1,1,False,True,False,False,False,False,207
20001213X27179,1,[],,0,1,False,False,False,False,False,False,0
20001213X27515,1,[],,0,1,False,False,False,False,False,False,97
20001213X28013,1,['human_factors'],human_factors,1,1,False,False,True,False,False,False,130
20001213X28216,1,[],,0,1,False,False,False,False,False,False,102
20001213X28217,1,['landing_gear'],landing_gear,1,1,False,False,False,False,False,False,223
20001213X26954,1,[],,0,1,False,False,False,False,False,False,0
20001213X26957,1,[],,0,1,False,False,False,False,False,False,0
20001213X26958,1,[],,0,1,False,False,False,False,False,False,0
20001213X26963,1,[],,0,1,False,False,False,False,False,False,0
20001213X27182,1,[],,0,1,False,False,False,False,False,False,0
20001213X26965,1,[],,0,1,False,False,False,False,False,False,0
20001213X27362,1,[],,0,1,False,False,False,False,False,False,0
20001213X27365,1,[],,0,1,False,False,False,False,False,False,0
20001213X27366,1,[],,0,1,False,False,False,False,False,False,0
20001213X27368,1,[],,0,1,False,False,False,False,False,False,0
20001213X27517,1,['engine_failure'],engine_failure,1,1,True,False,False,False,False,False,305
20001213X27518,1,[],,0,1,False,False,False,False,False,False,151
20001213X27521,1,[],,0,1,False,False,False,False,False,False,268
20001213X27522,1,[],,0,1,False,False,False,False,False,False,189
20001213X27813,1,[],,0,1,False,False,False,False,False,False,86
20001213X28222,1,[],,0,1,False,False,False,False,False,False,189
20001213X28226,1,[],,0,1,False,False,False,False,False,False,258
20001213X28228,1,[],,0,1,False,False,False,False,False,False,63
20001213X28459,1,['landing_gear'],landing_gear,1,1,False,False,False,False,False,False,62
20001213X28465,1,[],,0,1,False,False,False,False,False,False,149
20001213X28695,1,[],,0,1,False,False,False,False,False,False,185
20001213X28701,1,[],,0,1,False,False,False,False,False,False,115
20001213X28702,1,[],,0,1,False,False,False,False,False,False,101
20001213X29001,1,[],,0,1,False,False,False,False,False,False,206
20001213X29013,1,[],,0,1,False,False,False,False,False,False,165
20001213X29269,1,[],,0,1,False,False,False,False,False,False,63
20001213X29283,1,['weather'],weather,1,1,False,True,False,False,False,False,127
20001213X29894,1,['weather'],weather,1,1,False,True,False,False,False,False,112
20001212X22355,1,['human_factors'],human_factors,1,1,False,False,True,False,False,False,163
20001212X22501,1,['weather'],weather,1,1,False,True,False,False,False,False,235
20001212X22640,1,"['weather', 'human_factors']",weather,2,1,False,True,True,False,False,False,163
20001212X22644,1,[],,0,1,False,False,False,False,False,False,113
20001212X23293,1,"['engine_failure', 'fuel_related']",engine_failure,2,1,True,False,False,False,False,False,299
20001212X23296,1,['weather'],weather,1,1,False,True,False,False,False,False,205
20001212X23568,1,"['engine_failure', 'human_factors']",engine_failure,2,1,True,False,True,False,False,False,189
20001212X24146,1,[],,0,1,False,False,False,False,False,False,225
20001213X29510,1,[],,0,1,False,False,False,False,False,False,214
20001213X29726,1,['human_factors'],human_factors,1,1,False,False,True,False,False,False,119
20001213X29728,1,['human_factors'],human_factors,1,1,False,False,True,False,False,False,210
20001213X29896,1,[],,0,1,False,False,False,False,False,False,113
20001213X29897,1,[],,0,1,False,False,False,False,False,False,187
20001212X22358,1,['weather'],weather,1,1,False,True,False,False,False,False,251
20001212X22503,1,[],,0,1,False,False,False,False,False,False,282
20001212X17752,1,[],,0,1,False,False,False,False,False,False,92
20001212X22833,1,[],,0,1,False,False,False,False,False,False,71
20001212X22838,1,[],,0,1,False,False,False,False,False,False,63
20001212X22839,1,['maintenance'],maintenance,1,1,False,False,False,False,False,True,98
20001212X23042,1,[],,0,1,False,False,False,False,False,False,85
20001212X23051,1,[],,0,1,False,False,False,False,False,False,128
20001212X23303,1,[],,0,1,False,False,False,False,False,False,152
20001212X23303,2,[],,0,1,False,False,False,False,False,False,152
20001212X23309,1,[],,0,1,False,False,False,False,False,False,107
20001212X23310,1,[],,0,1,False,False,False,False,False,False,56
20001212X23314,1,[],,0,1,False,False,False,False,False,False,44
20001212X23571,1,['engine_failure'],engine_failure,1,4,True,False,False,False,False,False,78
20001212X23579,1,[],,0,1,False,False,False,False,False,False,74
20001212X23584,1,['engine_failure'],engine_failure,1,1,True,False,False,False,False,False,46
20001212X23854,1,[],,0,1,False,False,False,False,False,False,56
20001212X23856,1,[],,0,1,False,False,False,False,False,False,76
20001212X23858,1,['landing_gear'],landing_gear,1,1,False,False,False,False,False,False,59
20001212X23860,1,[],,0,1,False,False,False,False,False,False,89
20001212X23867,1,[],,0,1,False,False,False,False,False,False,119
20001212X23879,1,['human_factors'],human_factors,1,1,False,False,True,False,False,False,141
20001212X24155,1,[],,0,1,False,False,False,False,False,False,90
20001212X24166,1,[],,0,1,False,False,False,False,False,False,133
20001212X24169,1,[],,0,1,False,False,False,False,False,False,102
20001212X24170,1,[],,0,1,False,False,False,False,False,False,134
