ev_id,ntsb_no,ev_type,ev_date,ev_dow,ev_time,ev_tmzn,ev_city,ev_state,ev_country,ev_site_zipcode,ev_year,ev_month,mid_air,on_ground_collision,latitude,longitude,latlong_acq,apt_name,ev_nr_apt_id,ev_nr_apt_loc,apt_dist,apt_dir,apt_elev,wx_brief_comp,wx_src_iic,wx_obs_time,wx_obs_dir,wx_obs_fac_id,wx_obs_elev,wx_obs_dist,wx_obs_tmzn,light_cond,sky_cond_nonceil,sky_nonceil_ht,sky_ceil_ht,sky_cond_ceil,vis_rvr,vis_rvv,vis_sm,wx_temp,wx_dew_pt,wind_dir_deg,wind_dir_ind,wind_vel_kts,wind_vel_ind,gust_ind,gust_kts,altimeter,wx_dens_alt,wx_int_precip,metar,ev_highest_injury,inj_f_grnd,inj_m_grnd,inj_s_grnd,inj_tot_f,inj_tot_m,inj_tot_n,inj_tot_s,inj_tot_t,invest_agy,ntsb_docket,ntsb_notf_from,ntsb_notf_date,ntsb_notf_tm,fiche_number,lchg_date,lchg_userid,wx_cond_basic,faa_dist_office,dec_latitude,dec_longitude,_source_file,_ingested_at
20001206X01651,ANC94LA094,ACC,1994-07-30 00:00:00,Sa,200,UTC,KENAI,AK,USA,99611,1994,7,,,603938N,1505357W,MEAS,,,OFAP,0.0,,,,PILO,,0,,,0,,DAYL,CLER,0,0,NONE,,,100.0,0,0,0,Y,,T,F,0,0.0,,,,SERS,0,0,0,0,0,3,2,5,N,,,,,,2021-09-20 15:27:09,,VMC,,60.660457,-150.899291,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X01652,ANC94LA095,ACC,1994-07-31 00:00:00,Su,2200,UTC,NORTH POLE,AK,USA,99705,1994,7,,,644614N,1471946W,MEAS,,,OFAP,0.0,,,,PILO,,0,,,0,,DAYL,CLER,0,0,NONE,,,40.0,81,0,0,U,,F,T,0,0.0,,,,NONE,0,0,0,0,0,1,0,1,N,,,,,,2021-09-20 15:27:09,,VMC,,64.770484,-147.329452,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X01902,ANC94LA096,ACC,1994-08-02 00:00:00,Tu,2230,UTC,WHITTIER,AK,USA,99693,1994,8,,,060510N,0148149W,MEAS,,,OFAP,0.0,,,,,,0,,,0,,DAYL,UNK,0,100,,,,0.25,52,0,0,Y,,T,F,0,0.0,,,,NONE,0,0,0,0,0,2,0,2,N,,,,,,2021-12-15 20:41:09,,IMC,,60.849945,-148.030349,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X01903,ANC94LA097,ACC,1994-08-05 00:00:00,Fr,2250,UTC,MOSQUITO FLATS,AK,USA,99780,1994,8,,,631048N,0014361W,MEAS,,,OFAP,0.0,,,,,,0,,,0,,DAYL,CLER,0,0,NONE,,,40.0,84,50,0,U,,F,T,0,29.0,,,,NONE,0,0,0,0,0,2,0,2,N,,,,,,2021-12-15 20:41:10,,VMC,,63.17995,-143.10028,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X01904,ANC94LA098,ACC,1994-08-05 00:00:00,Fr,1900,UTC,JUNEAU,AK,USA,99801,1994,8,,,583449N,1344610W,MEAS,,,OFAP,0.0,,,,,1324,150,JNU,19,1,UTC,DAYL,SCAT,4000,7000,BKN,,,20.0,64,57,80,U,5,F,T,0,30.0,,,,NONE,0,0,0,0,0,4,0,4,N,,,,,,2021-12-15 20:41:11,,VMC,,58.580234,-134.769485,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X01905,ANC94LA099,ACC,1994-08-06 00:00:00,Sa,45,UTC,KING SALMON,AK,USA,99613,1994,8,,,058453N,1563221W,MEAS,,,OFAP,0.0,,,,WIT,,0,,,0,,DAYL,UNK,0,0,UNK,,,50.0,64,0,150,U,8,F,F,0,0.0,,,,NONE,0,0,0,0,0,4,0,4,N,,,,,,2021-12-15 20:41:12,,VMC,,58.750801,-156.539291,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X01906,ANC94LA101,ACC,1994-08-04 00:00:00,Th,535,UTC,NORTH POLE,AK,USA,99705,1994,8,,,644613N,1471949W,MEAS,,,OFAP,0.0,,,,PILO,,0,,,0,,DAYL,CLER,0,0,NONE,,,30.0,70,0,0,U,,F,T,0,0.0,,,,NONE,0,0,0,0,0,1,0,1,N,,,,,,2021-09-20 15:27:10,,VMC,,64.770378,-147.330368,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X01907,ANC94LA102,ACC,1994-08-09 00:00:00,Tu,2054,UTC,BETHEL,AK,USA,99709,1994,8,,,645358N,0148934W,MEAS,STOYAHUK,,ONAP,0.0,,,,PILO,,0,,,0,,DAYL,UNK,1500,1500,OVC,,,10.0,55,0,60,U,15,F,T,0,0.0,,,,MINR,0,0,0,0,1,0,0,1,N,,,,,,2021-09-20 15:27:10,,VMC,,64.899414,-148.159347,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X01908,ANC94LA103,ACC,1994-08-09 00:00:00,Tu,2030,UTC,CHUIT RIVER,AK,USA,99682,1994,8,,,061450N,0151935W,MEAS,,,OFAP,0.0,,,,,,0,,,0,,DAYL,UNK,0,0,UNK,,,50.0,61,0,0,Y,,T,F,0,0.0,,,,NONE,0,0,0,0,0,5,0,5,N,,,,,,2021-12-15 20:41:13,,VMC,,61.08057,-151.159805,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X01909,ANC94LA107,ACC,1994-08-13 00:00:00,Sa,100,UTC,TOK,AK,USA,99780,1994,8,,,631051N,0014360W,MEAS,,,OFAP,0.0,,,,PILO,,0,,,0,,DAYL,UNK,0,4000,BKN,,,30.0,61,0,0,Y,,T,F,0,0.0,,,,NONE,0,0,0,0,0,4,0,4,N,,,,,,2021-12-15 20:41:14,,VMC,,63.180698,-143.09996,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X01910,ANC94LA108,ACC,1994-08-04 00:00:00,Th,200,UTC,SALCHA,AK,USA,99714,1994,8,,,642214N,1463523W,MEAS,,,ONAP,0.0,,,,PILO,,0,,,0,,DAYL,CLER,0,0,NONE,,,7.0,81,0,0,U,,F,T,0,30.0,,,,NONE,0,0,0,0,0,2,0,2,N,,,,,,2021-09-20 15:27:11,,VMC,,64.370422,-146.589614,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X01911,ANC94LA110,ACC,1994-08-31 00:00:00,We,530,UTC,GUSTAVUS,AK,USA,99826,1994,8,,,582510N,1354650W,MEAS,,,OFAP,0.0,,,,,,0,,,0,,DUSK,UNK,0,3500,OVC,,,10.0,50,0,180,U,5,F,F,0,0.0,,,,NONE,0,0,0,0,0,1,0,1,N,,,,,,2021-09-20 15:27:11,,VMC,,58.419414,-135.780609,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X01653,ANC94LA111,ACC,1994-07-26 00:00:00,Tu,2100,UTC,DEADHORSE,AK,USA,99734,1994,7,,,702546N,1491725W,MEAS,,,OFAP,0.0,,,,PILO,,0,,,0,,DAYL,SCAT,3500,0,NONE,,,30.0,52,0,0,Y,,T,T,0,0.0,,,,NONE,0,0,0,0,0,1,0,1,N,,,,,,2021-09-20 15:27:12,,VMC,,70.429313,-149.290206,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X01912,ANC94LA112,ACC,1994-08-20 00:00:00,Sa,150,UTC,KOLIGANEK,AK,USA,99576,1994,8,,,584914N,1575135W,MEAS,,,OFAP,0.0,,,,PILO,,0,,,0,,DAYL,SCAT,3000,0,NONE,,,20.0,70,0,200,U,3,F,T,0,0.0,,,,NONE,0,0,0,0,0,2,0,2,N,,,,,,2021-09-20 15:27:12,,VMC,,58.820549,-157.859649,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X01913,ANC94LA113,ACC,1994-08-19 00:00:00,Fr,230,UTC,SKWENTA,AK,USA,99667,1994,8,,,615551N,1514348W,MEAS,,,OFAP,0.0,,,,PILO,,0,,,0,,DAYL,CLER,0,0,NONE,,,30.0,61,0,0,Y,,T,F,0,0.0,,,,NONE,0,0,0,0,0,2,0,2,N,,,,,,2021-09-20 15:27:13,,VMC,,61.930736,-151.730072,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X01914,ANC94LA114,ACC,1994-08-08 00:00:00,Mo,2230,UTC,DEADHORSE,AK,USA,99734,1994,8,,,702548N,1491721W,MEAS,GRASSER AIRSTRIP,,ONAP,0.0,,2200,,PILO,,0,,,0,,DAYL,CLER,0,0,NONE,,,60.0,70,0,315,U,10,F,T,0,0.0,,,,NONE,0,0,0,0,0,2,0,2,N,,,,,,2021-09-20 15:27:13,,VMC,,70.429862,-149.289199,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X01915,ANC94LA115,ACC,1994-08-09 00:00:00,Tu,2300,UTC,SKWENTNA,AK,USA,99667,1994,8,,,615548N,1514350W,MEAS,RIVER STRIP,,ONAP,0.0,,2000,,PILO,,0,,,0,,DAYL,UNK,0,6000,BKN,,,50.0,64,0,90,U,24,F,F,28,0.0,,,,NONE,0,0,0,0,0,1,0,1,N,,,,,,2021-09-20 15:27:14,,VMC,,61.929912,-151.730621,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X01916,ANC94LA116,ACC,1994-08-29 00:00:00,Mo,2300,UTC,SKWENTNA,AK,USA,99606,1994,8,,,059513N,1543335W,MEAS,,,OFAP,0.0,,,,PILO,,0,,,0,,DAYL,CLER,0,0,NONE,,,99.0,50,0,0,U,,F,T,0,0.0,,,,NONE,0,0,0,0,0,1,0,1,N,,,,,,2021-09-20 15:27:14,,VMC,,59.850803,-154.559677,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X01917,ANC94LA117,ACC,1994-08-31 00:00:00,We,618,UTC,ANCHORAGE,AK,USA,99501,1994,8,,,611310N,1495058W,MEAS,,,OFAP,0.0,,,,PILO,,0,,,0,,DAYL,SCAT,6300,0,UNK,,,60.0,50,0,0,U,,F,T,0,0.0,,,,NONE,0,0,0,0,0,2,0,2,N,,,,,,2021-09-20 15:27:15,,VMC,,61.219409,-149.849578,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X01918,ANC94LA118,ACC,1994-08-22 00:00:00,Mo,2116,UTC,TALKEENTNA,AK,USA,99676,1994,8,,,062274N,1494722W,MEAS,,,ONAP,0.0,,700,,,,0,,,0,,DAYL,SCAT,1000,0,UNK,,,40.0,61,0,0,Y,10,T,T,0,0.0,,,,NONE,0,0,0,0,0,2,0,2,N,,,,,,2021-09-20 15:27:15,,VMC,,62.451,-149.789413,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X01919,ANC94LA119,ACC,1994-08-21 00:00:00,Su,1745,UTC,DELTA JUNCTION,AK,USA,99737,1994,8,,,063423N,1445321W,MEAS,JOHNSON RIVER AIRSTRIP,,ONAP,0.0,,2125,,,,0,,,0,,DAYL,CLER,0,0,NONE,,,90.0,50,0,0,U,,F,T,0,0.0,,,,NONE,0,0,0,0,0,2,0,2,N,,,,,,2021-09-20 15:27:16,,VMC,,63.700778,-144.889236,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X01920,ANC94LA120,ACC,1994-08-21 00:00:00,Su,2030,UTC,NORTHWAY,AK,USA,99764,1994,8,,,006302N,1414124W,MEAS,,,OFAP,0.0,,,,PILO,,0,,,0,,DAYL,,800,800,OVC,,,1.0,39,39,180,U,10,F,F,30,0.0,,,,SERS,0,0,0,0,0,1,1,2,N,,,,,,2021-09-20 15:27:16,,IMC,,63.000587,-141.689987,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X01921,ANC94LA121,ACC,1994-08-18 00:00:00,Th,1906,UTC,WRANGELL,AK,USA,99929,1994,8,,,562439N,1313637W,MEAS,,,OFAP,0.0,,,,,1347,360,PSG,107,12,UTC,DAYL,,8000,0,UNK,,,20.0,61,54,0,U,,F,F,0,30.0,,,,NONE,0,0,0,0,0,1,0,1,N,,,,,,2021-09-20 15:27:17,,VMC,,56.410774,-131.610183,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X01922,ANC94LA122,ACC,1994-08-20 00:00:00,Sa,1800,UTC,CHICKALOON,AK,USA,99674,1994,8,,,614424N,1481310W,MEAS,,,ONAP,0.0,,4500,,PILO,,0,,,0,,DAYL,SCAT,8000,0,UNK,,,30.0,50,0,180,U,5,F,F,10,0.0,,,,NONE,0,0,0,0,0,2,0,2,N,,,,,,2021-09-20 15:27:17,,VMC,,61.739971,-148.219421,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X01923,ANC94LA123,ACC,1994-08-20 00:00:00,Sa,400,UTC,ARTIC VILLAGE,AK,USA,99722,1994,8,,,068522N,0145362W,MEAS,,,OFAP,0.0,,3000,,PILO,,0,,,0,,DAYL,SCAT,4000,8000,BKN,,,5.0,50,0,45,U,5,F,T,0,0.0,,,,NONE,0,0,0,0,0,1,0,1,N,,,,,,2021-09-20 15:27:18,,VMC,,68.089317,-145.600509,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X01924,ANC94LA124,ACC,1994-08-28 00:00:00,Su,600,UTC,GLENALLEN,AK,USA,99588,1994,8,,,006262N,1453149W,MEAS,,,OFAP,0.0,,,,WIT,,0,,,0,,DUSK,UNK,0,1000,OVC,,,5.0,50,0,360,U,10,F,F,50,0.0,,,,FATL,0,0,0,2,0,0,0,2,N,,,,,,2021-09-20 15:27:18,,VMC,,62.100463,-145.530181,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X01925,ANC94LA125,ACC,1994-08-31 00:00:00,We,2010,UTC,FORT YUKON,AK,USA,99722,1994,8,,,068524N,1453559W,MEAS,UPPER COLEEN RIVER,,ONAP,0.0,,2000,,PILO,,0,,,0,,DAYL,CLER,0,0,NONE,,,30.0,55,0,0,U,,F,T,0,30.0,,,,NONE,0,0,0,0,0,1,0,1,N,,,,,,2021-09-20 15:27:19,,VMC,,68.090026,-145.59967,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X01926,ANC94LA126,ACC,1994-09-01 00:00:00,Th,230,UTC,CAPE SABINE,AK,USA,99752,1994,9,,,671424N,1611120W,MEAS,CAPE SABINE,Z53,ONAP,0.0,,50,,,,0,,,0,,DAYL,UNK,0,1200,OVC,,,2.0,45,0,290,U,20,F,F,25,0.0,,,,NONE,0,0,0,0,0,2,0,2,N,,,,,,2021-09-20 15:27:19,,VMC,,67.240051,-161.189025,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X01654,ANC94LA127,ACC,1994-07-30 00:00:00,Sa,2100,UTC,EAGLE,AK,USA,99738,1994,7,,,642550N,0141139W,MEAS,,,OFAP,0.0,,,,,,0,,,0,,NR,UNK,0,0,UNK,,,,0,0,0,U,,F,F,0,0.0,,,,NONE,0,0,0,0,0,1,0,1,N,,,,,,2021-09-20 15:27:20,,Unk,,64.430427,-141.219268,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X02159,ANC94LA128,ACC,1994-09-03 00:00:00,Sa,300,UTC,PORT ALSWORTH,AK,USA,99653,1994,9,,,060120N,1541651W,MEAS,,,OFAP,0.0,,1000,,PILO,,0,,,0,,DUSK,CLER,0,0,NONE,,,10.0,50,0,0,U,,F,T,0,29.0,,,,NONE,0,0,0,0,0,3,0,3,N,,,,,,2021-09-20 15:27:20,,VMC,,60.200008,-154.280761,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X02160,ANC94LA129,ACC,1994-09-02 00:00:00,Fr,1926,UTC,TOK,AK,USA,99780,1994,9,,,631044N,0014360W,MEAS,NATAHONA CREEK,,ONAP,0.0,,3700,,PILO,,0,,,0,,DAYL,SCAT,2000,4500,OVC,,,3.0,34,0,0,U,,F,T,0,0.0,,,,NONE,0,0,0,0,0,2,0,2,N,,,,,,2021-09-20 15:27:21,,VMC,,63.179012,-143.100082,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X02161,ANC94LA131,ACC,1994-09-02 00:00:00,Fr,1900,UTC,FORT YUKON,AK,USA,99740,1994,9,,,663335N,0145153W,MEAS,,,OFAP,0.0,,1000,,PILO,,0,,,0,,DAYL,SCAT,5000,0,NONE,,,30.0,61,0,0,U,,F,T,0,0.0,,,,NONE,0,0,0,0,0,2,0,2,N,,,,,,2021-09-20 15:27:21,,VMC,,66.559837,-145.250854,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X02162,ANC94LA132,ACC,1994-09-07 00:00:00,We,2100,UTC,FAIRBANKS,AK,USA,99709,1994,9,,,064542N,0148934W,MEAS,,,ONAP,0.0,,846,,PILO,,0,,,0,,DAYL,CLER,0,0,NONE,,,40.0,61,0,0,U,,F,T,0,0.0,,,,NONE,0,0,0,0,0,1,0,1,N,,,,,,2021-09-20 15:27:22,,VMC,,64.900543,-148.159378,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X02163,ANC94LA133,ACC,1994-09-10 00:00:00,Sa,800,UTC,FAIRBANKS,AK,USA,99709,1994,9,,,064541N,0148934W,MEAS,POTTS STRIP,,ONAP,0.0,,,,,,0,,,0,,NR,UNK,0,0,UNK,,,,0,0,0,U,,F,F,0,0.0,,,,NONE,0,0,0,0,0,1,0,1,N,,,,,,2021-09-20 15:27:22,,Unk,,64.900154,-148.15953,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X02164,ANC94LA134,ACC,1994-09-10 00:00:00,Sa,345,UTC,GULKANA,AK,USA,99695,1994,9,,,055559N,1592926W,MEAS,,,OFAP,0.0,,2100,,PILO,,0,,,0,,DAYL,CLER,0,0,NONE,,,30.0,64,0,0,Y,,T,F,0,0.0,,,,NONE,0,0,0,0,0,2,0,2,N,,,,,,2021-09-20 15:27:23,,VMC,,55.919155,-159.490631,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X02165,ANC94LA135,ACC,1994-09-08 00:00:00,Th,200,UTC,NONDALTON,AK,USA,99640,1994,9,,,595738N,1545210W,MEAS,,,ONAP,0.0,,275,,PILO,,0,,,0,,DUSK,UNK,0,1000,OVC,,,5.0,46,45,90,U,5,F,F,10,28.0,,,,NONE,0,0,0,0,0,2,0,2,N,,,,,,2021-09-20 15:27:23,,VMC,,59.960662,-154.869323,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X02166,ANC94LA136,ACC,1994-09-13 00:00:00,Tu,305,UTC,WILLOW,AK,USA,99682,1994,9,,,061446N,0151937W,MEAS,DESHKA LANDING,,ONAP,0.0,,200,,PILO,,0,,,0,,DAYL,CLER,0,0,NONE,,,100.0,61,0,0,U,,F,T,0,0.0,,,,NONE,0,0,0,0,0,1,0,1,N,,,,,,2021-09-20 15:27:24,,VMC,,61.079498,-151.160339,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X02167,ANC94LA137,ACC,1994-09-15 00:00:00,Th,415,UTC,PORT ALSWORTH,AK,USA,99653,1994,9,,,601157N,1541645W,MEAS,,,OFAP,0.0,,,,PILO,,0,,,0,,DAYL,UNK,0,3000,OVC,,,20.0,50,0,0,U,,F,T,0,0.0,,,,NONE,0,0,0,0,0,2,0,2,N,,,,,,2021-09-20 15:27:24,,VMC,,60.199131,-154.27919,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X02168,ANC94LA138,ACC,1994-09-13 00:00:00,Tu,1730,UTC,KODIAK,AK,USA,99615,1994,9,,,574724N,1522358W,MEAS,,,OFAP,0.0,,15,,PILO,,0,,,0,,DAYL,SCAT,4000,0,NONE,,,20.0,45,0,180,U,15,F,T,0,0.0,,,,NONE,0,0,0,0,0,2,0,2,N,,,,,,2021-09-20 15:27:25,,VMC,,57.789871,-152.399368,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X01927,ANC94LA139,ACC,1994-08-19 00:00:00,Fr,430,UTC,KETCHIKAN,AK,USA,99901,1994,8,,,553638N,1313446W,MEAS,KETCHIKAN INTERNATIONAL,KTN,ONAP,1.0,110,88,,WFAC,2205,110,KTN,88,1,UTC,DUSK,SCAT,1500,2500,BKN,,,15.0,66,61,290,U,10,F,T,0,30.0,,,,NONE,0,0,0,0,0,3,0,3,N,,,,,,2021-09-20 15:27:26,,VMC,,55.610488,-131.579452,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X02169,ANC94LA140,ACC,1994-09-17 00:00:00,Sa,2125,UTC,WASILLA,AK,USA,99687,1994,9,,,,,,,,OFAP,0.0,,,,,,0,,,0,,DAYL,UNK,0,0,UNK,,,,0,0,0,U,,F,F,0,0.0,,,,SERS,0,0,0,0,0,0,1,1,N,,,,,,2021-09-20 15:27:26,,VMC,,,,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X02170,ANC94LA141,ACC,1994-09-18 00:00:00,Su,1807,UTC,WASILLA,AK,USA,99687,1994,9,,,,,,BIG LAKE,BGQ,OFAP,1.0,360,150,,,,0,,,0,,DAYL,UNK,0,0,UNK,,,,0,0,0,Y,,T,F,0,0.0,,,,SERS,0,0,0,0,0,0,1,1,N,,,,,,2021-09-20 15:27:27,,VMC,,,,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X02171,ANC94LA142,ACC,1994-09-17 00:00:00,Sa,2000,UTC,WHITTIER,AK,USA,99693,1994,9,,,060510N,0148149W,MEAS,CULROSS PASSAGE,,OFAP,0.0,,0,,PILO,,0,,,0,,DAYL,SCAT,1000,1700,BKN,,,15.0,45,0,0,Y,15,T,F,0,0.0,,,,NONE,0,0,0,0,0,6,0,6,N,,,,,,2021-09-20 15:27:27,,VMC,,60.849987,-148.030303,Pre2008.mdb,2026-04-14 02:18:25.664087
20001211X13512,ANC94T#A01,ACC,1993-10-13 00:00:00,We,205,UTC,COLD BAY,AK,USA,99571,1993,10,,,551312N,1624646W,MEAS,,,,0.0,0,0,,,1750,0,CDB,,0,,NR,SCAT,400,14000,BKN,,,9.0,48,46,150,U,32,F,F,40,29.0,,,,,0,0,0,0,0,0,0,,N,,,,,,2021-09-20 16:33:28,,VMC,,55.219944,-162.779479,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X01928,ANC94T#A02,ACC,1994-08-10 00:00:00,We,1915,UTC,KOTZEBUE,AK,USA,99752,1994,8,,,671422N,1611123W,MEAS,,,,0.0,,,,,1054,0,OTZ,,0,,NR,SCAT,3200,4300,BKN,,,15.0,57,50,140,U,23,F,F,29,29.0,,,,,0,0,0,0,0,0,0,,,,,,,,2021-09-20 15:27:28,,VMC,,67.239517,-161.189651,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X02536,ANC95FA008,ACC,1994-11-04 00:00:00,Fr,1525,UTC,ANCHORAGE,AK,USA,99501,1994,11,,,061139N,0149510W,MEAS,ANCHORAGE INTERNATIONAL,ANC,ONAP,0.0,,124,,WFAC,1450,0,ANC,124,0,UTC,DAYL,SCAT,8000,11000,BKN,,,20.0,28,18,160,U,3,F,T,0,28.0,,,,NONE,0,0,0,0,0,2,0,2,N,,,,,,2021-09-20 15:27:28,,VMC,,61.219058,-149.850082,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X02666,ANC95FA016,ACC,1994-12-10 00:00:00,Sa,2300,UTC,ELIM,AK,USA,99739,1994,12,,,643749N,1622023W,MEAS,,,OFAP,0.0,,,,WFAC,2152,238,OME,37,77,UTC,NDRK,UNK,0,0,UNK,,,,27,19,50,U,19,F,F,0,29.0,,,,FATL,0,0,0,5,0,0,0,5,N,,,,,,2021-09-20 15:27:29,,IMC,,64.630256,-162.339675,Pre2008.mdb,2026-04-14 02:18:25.664087
20001206X02667,ANC95FA019,ACC,1994-12-11 00:00:00,Su,1835,UTC,ANCHORAGE,AK,USA,99502,1994,12,,,061932N,1495925W,MEAS,,,OFAP,0.0,,,,,,0,,,0,,DAYL,UNK,0,0,UNK,,,,0,0,0,U,,F,F,0,0.0,,,,SERS,0,0,0,0,0,120,1,121,N,,,,,,2021-09-20 15:27:29,,VMC,,61.159,-149.990356,Pre2008.mdb,2026-04-14 02:18:25.664087
20001207X03204,ANC95FA044,ACC,1995-04-15 00:00:00,Sa,1510,UTC,CANTWELL,AK,USA,99729,1995,4,,,063038N,0149240W,MEAS,,,OFAP,0.0,,,,WIT,,0,,,0,,DAYL,UNK,0,4000,OVC,,,1.0,32,0,360,U,20,F,F,0,0.0,,,,FATL,0,0,0,2,0,0,0,2,N,,,,,,2021-09-20 13:49:09,,IMC,,63.010551,-149.399887,Pre2008.mdb,2026-04-14 02:18:25.664087
20001207X03392,ANC95FA056,ACC,1995-05-21 00:00:00,Su,2030,UTC,WASILLA,AK,USA,99687,1995,5,,,,,,,,OFAP,0.0,,,,WIT,,0,,,0,,DAYL,UNK,0,0,BKN,,,,50,0,0,U,,F,T,0,0.0,,,,FATL,0,0,0,1,0,0,0,1,N,,,,,,2021-09-20 13:49:10,,IMC,,,,Pre2008.mdb,2026-04-14 02:18:25.664087
20001207X03573,ANC95FA063,ACC,1995-06-03 00:00:00,Sa,2200,UTC,PALMER,AK,USA,99645,1995,6,,,613710N,1485851W,MEAS,,,OFAP,0.0,,,,PILO,,0,,,0,,DAYL,CLER,0,0,NONE,,,30.0,64,0,0,Y,,T,T,0,0.0,,,,SERS,0,0,0,0,0,0,1,1,N,,,,,,2021-09-20 13:49:11,,VMC,,61.619388,-148.980895,Pre2008.mdb,2026-04-14 02:18:25.664087
20001207X03393,ANC95FA073,ACC,1995-05-08 00:00:00,Mo,1705,UTC,CHUGIAK,AK,USA,99567,1995,5,,,612437N,1491013W,MEAS,,,OFAP,0.0,,,,WFAC,1152,225,MRI,137,20,UTC,DAYL,SCAT,5500,7000,BKN,,,50.0,45,39,0,U,,F,T,0,29.0,,,,FATL,0,0,0,2,0,0,0,2,N,,,,,,2021-09-20 13:49:11,,VMC,,61.410232,-149.170196,Pre2008.mdb,2026-04-14 02:18:25.664087
20001207X03574,ANC95FA078,ACC,1995-06-21 00:00:00,We,45,UTC,NONDALTON,AK,USA,99640,1995,6,Y,N,595735N,1545215W,MEAS,,,OFAP,0.0,,,,WFAC,1950,165,ILI,207,11,UTC,DAYL,SCAT,3500,0,NONE,,,25.0,57,43,190,U,8,F,T,0,30.0,,,,FATL,0,0,0,5,0,0,0,5,N,,,,,,2021-09-20 13:49:12,,VMC,,59.959598,-154.870834,Pre2008.mdb,2026-04-14 02:18:25.664087
20001207X03575,ANC95FA086,ACC,1995-06-25 00:00:00,Su,2357,UTC,VALDEZ,AK,USA,99686,1995,6,,,061858N,1464833W,MEAS,,,OFAP,0.0,,,,WFAC,245,230,VDZ,120,6,UTC,DAYL,UNK,0,0,,,,,52,45,240,U,11,F,T,0,30.0,,,,FATL,0,0,0,4,0,0,0,4,N,,,,,,2021-09-20 13:49:12,,IMC,,61.149318,-146.809265,Pre2008.mdb,2026-04-14 02:18:25.664087
20001207X03576,ANC95FA090,ACC,1995-07-01 00:00:00,Sa,400,UTC,KODIAK,AK,USA,99615,1995,7,,,574726N,0152242W,MEAS,,,OFAP,0.0,,,,WFAC,2252,120,ADQ,10,5,UTC,DAYL,SCAT,100,1100,BKN,,,7.0,50,48,110,U,4,F,F,0,29.0,,,,FATL,0,0,0,4,0,0,0,4,N,,,,,,2021-09-20 13:49:13,,IMC,,57.790691,-152.400451,Pre2008.mdb,2026-04-14 02:18:25.664087
20001207X03827,ANC95FA095,ACC,1995-07-06 00:00:00,Th,520,UTC,NULATO,AK,USA,99765,1995,7,,,644315N,0158639W,MEAS,,,OFAP,0.0,,,,PILO,,0,,,0,,DAYL,CLER,0,0,NONE,,,50.0,64,0,360,U,5,F,T,0,0.0,,,,FATL,0,0,0,1,0,0,2,3,N,,,,,,2021-09-20 13:49:13,,VMC,,64.720932,-158.110733,Pre2008.mdb,2026-04-14 02:18:25.664087
