ev_id,ev_type,ev_date,event_year,event_month,ev_city,ev_state,ev_country,ev_highest_injury,light_cond,wx_cond_basic,vis_sm,wind_vel_kts,fatalities,serious_injuries,minor_injuries,uninjured,dec_latitude,dec_longitude,injury_score,weather_category,source_era
20080220X00212,ACC,2008-01-07 00:00:00,2008,1,Exeter,CA,USA,NONE,DAYL,VMC,10.0,8,0,0,0,2,36.238609,-119.143058,1,VMC,avall
20080210X00166,ACC,2008-01-02 00:00:00,2008,1,Brunswick,GA,USA,NONE,DAYL,VMC,9.0,11,0,0,0,3,31.151666,-81.391113,1,VMC,avall
20080210X00162,ACC,2008-01-08 00:00:00,2008,1,North Palm Bch,FL,USA,SERS,DAYL,VMC,10.0,9,0,1,0,0,26.831666,-80.03833,3,VMC,avall
20080312X00299,ACC,2008-01-06 00:00:00,2008,1,Ellsworth,ME,USA,NONE,DAYL,VMC,10.0,3,0,0,0,2,44.635276,-68.632499,1,VMC,avall
20080111X00038,INC,2008-01-03 00:00:00,2008,1,Deauville Saint,,FR,,,,,,0,0,0,0,48.363334,0.156111,0,UNKNOWN,avall
20080111X00039,INC,2008-01-07 00:00:00,2008,1,Bangkok,,TH,NONE,,,,,0,0,0,334,,,1,UNKNOWN,avall
20080117X00068,ACC,2008-01-10 00:00:00,2008,1,Perris,CA,USA,FATL,DAYL,VMC,10.0,,1,0,0,0,33.884723,-117.25222,4,VMC,avall
20080122X00081,INC,2008-01-10 00:00:00,2008,1,Penicton,,CA,MINR,,,,,0,0,11,77,48.849998,-119.383331,2,UNKNOWN,avall
20080219X00203,ACC,2008-01-10 00:00:00,2008,1,Sarasota,FL,USA,NONE,DUSK,VMC,10.0,,0,0,0,2,27.259721,-82.287498,1,VMC,avall
20080123X00090,ACC,2008-01-12 00:00:00,2008,1,Clearwater,FL,USA,FATL,DAYL,VMC,10.0,11,3,0,0,0,27.913055,-82.67472,4,VMC,avall
20080304X00261,ACC,2008-01-12 00:00:00,2008,1,Lapine,AL,USA,NONE,DAYL,VMC,10.0,,0,0,0,1,31.971389,-86.289718,1,VMC,avall
20080207X00153,ACC,2008-01-13 00:00:00,2008,1,La Verna,CA,USA,NONE,DAYL,VMC,30.0,,0,0,0,2,35.091388,-117.781669,1,VMC,avall
20080213X00179,ACC,2008-01-14 00:00:00,2008,1,Santa Monica,CA,USA,NONE,DUSK,VMC,10.0,,0,0,0,3,34.015834,-118.45111,1,VMC,avall
20080116X00062,ACC,2008-01-12 00:00:00,2008,1,Port Clinton,OH,USA,FATL,DAYL,VMC,10.0,4,4,0,0,0,41.527221,-82.870002,4,VMC,avall
20080118X00073,ACC,2008-01-14 00:00:00,2008,1,San Francisco,CA,USA,NONE,NITE,VMC,10.0,,0,0,0,61,37.618888,-122.374725,1,VMC,avall
20080509X00642,INC,2008-03-21 00:00:00,2008,3,Limoges,,FR,,,,,,0,0,0,0,,,0,UNKNOWN,avall
20080219X00204,ACC,2008-01-11 00:00:00,2008,1,Labelle,FL,USA,NONE,DAYL,VMC,10.0,10,0,0,0,1,26.778888,-81.43222,1,VMC,avall
20080117X00069,ACC,2008-01-13 00:00:00,2008,1,Centerville,WA,USA,MINR,DAYL,VMC,10.0,,0,0,1,1,45.716388,-120.984443,2,VMC,avall
20080115X00046,ACC,2008-01-03 00:00:00,2008,1,Stevensville,MD,USA,NONE,DAYL,VMC,10.0,11,0,0,0,1,38.972499,-76.324447,1,VMC,avall
20080220X00219,ACC,2008-01-07 00:00:00,2008,1,Zuzenhausen,,GE,FATL,,IMC,2.0,7,1,0,1,0,49.400001,8.699999,4,IMC,avall
20080115X00052,ACC,2008-01-12 00:00:00,2008,1,Pine Bluffs,WY,USA,NONE,DAYL,VMC,10.0,10,0,0,0,2,41.153331,-104.130279,1,VMC,avall
20080213X00180,ACC,2008-01-12 00:00:00,2008,1,Placerville,CA,USA,NONE,NITE,VMC,10.0,,0,0,0,1,38.724166,-120.753334,1,VMC,avall
20080204X00131,ACC,2008-01-08 00:00:00,2008,1,Riverside,CA,USA,NONE,DAYL,VMC,10.0,8,0,0,0,2,33.854999,-117.428611,1,VMC,avall
20080118X00079,ACC,2008-01-11 00:00:00,2008,1,Windhoek,,WA,FATL,,VMC,,,6,0,0,0,-22.611665,17.081666,4,VMC,avall
20080204X00132,ACC,2008-01-16 00:00:00,2008,1,Kiteni,,PE,,,,,,0,0,0,0,-12.191111,-73.002777,0,UNKNOWN,avall
20080129X00119,ACC,2008-01-17 00:00:00,2008,1,Tulsa,OK,USA,FATL,NITE,IMC,3.0,18,1,0,0,0,36.225833,-95.889442,4,IMC,avall
20080214X00194,ACC,2008-01-04 00:00:00,2008,1,Whitmore Lake,MI,USA,NONE,DAYL,VMC,10.0,11,0,0,0,2,42.376388,-83.792778,1,VMC,avall
20080129X00117,ACC,2008-01-12 00:00:00,2008,1,Newark,OH,USA,NONE,DAYL,VMC,10.0,0,0,0,0,2,40.029998,-82.461944,1,VMC,avall
20080117X00065,ACC,2008-01-17 00:00:00,2008,1,London,,UK,MINR,,,,,0,0,2,191,,,2,UNKNOWN,avall
20080117X00067,ACC,2008-01-14 00:00:00,2008,1,Lihue,HI,USA,FATL,NDRK,VMC,10.0,23,1,0,0,0,21.850555,-159.324172,4,VMC,avall
20080118X00075,ACC,2008-01-16 00:00:00,2008,1,Aniak,AK,USA,SERS,DAYL,IMC,0.5,5,0,1,0,0,61.581665,-159.541671,3,IMC,avall
20080122X00085,ACC,2008-01-17 00:00:00,2008,1,Cleveland,OH,USA,FATL,NITE,VMC,10.0,6,1,0,0,0,41.517501,-81.683334,4,VMC,avall
20080118X00074,ACC,2008-01-15 00:00:00,2008,1,Bethel,AK,USA,MINR,DAYL,VMC,10.0,17,0,0,1,4,60.779724,-161.838058,2,VMC,avall
20080123X00091,ACC,2008-01-17 00:00:00,2008,1,Norwood,MA,USA,NONE,DAYL,VMC,10.0,5,0,0,0,1,42.193889,-71.17778,1,VMC,avall
20080215X00202,ACC,2008-01-15 00:00:00,2008,1,Fenner,NY,USA,MINR,DAYL,IMC,1.5,9,0,0,1,3,42.997776,-75.786941,2,IMC,avall
20080220X00218,ACC,2008-01-17 00:00:00,2008,1,Taos,NM,USA,NONE,DUSK,VMC,,,0,0,0,4,36.458057,-105.672225,1,VMC,avall
20080321X00354,ACC,2008-01-05 00:00:00,2008,1,Brooksville,FL,USA,NONE,DAYL,VMC,,,0,0,0,2,28.473333,-82.455001,1,VMC,avall
20080128X00111,ACC,2008-01-18 00:00:00,2008,1,San Antonio,TX,USA,FATL,DAYL,IMC,2.0,10,1,0,0,0,29.346389,-98.294441,4,IMC,avall
20080312X00302,ACC,2008-01-14 00:00:00,2008,1,Atlanta,GA,USA,NONE,NITE,VMC,10.0,7,0,0,0,1,33.875556,-84.30194,1,VMC,avall
20080312X00300,ACC,2008-01-19 00:00:00,2008,1,Arley,AL,USA,NONE,DAYL,VMC,10.0,8,0,0,0,2,34.014446,-87.118888,1,VMC,avall
20080131X00125,ACC,2008-01-20 00:00:00,2008,1,Kissimmee,FL,USA,NONE,DAYL,VMC,10.0,10,0,0,0,3,28.287221,-81.435554,1,VMC,avall
20080125X00104,ACC,2008-01-12 00:00:00,2008,1,Treviso,,IT,FATL,,,,,2,0,0,0,45.648612,12.195278,4,UNKNOWN,avall
20080128X00108,ACC,2008-01-22 00:00:00,2008,1,Ochopee,FL,USA,FATL,DAYL,VMC,10.0,15,2,0,0,0,25.861389,-80.880554,4,VMC,avall
20080123X00098,ACC,2008-01-18 00:00:00,2008,1,Selma,CA,USA,FATL,DAYL,VMC,5.0,3,1,0,0,0,36.564998,-119.723892,4,VMC,avall
20080220X00213,ACC,2008-01-19 00:00:00,2008,1,Vacaville,CA,USA,MINR,DAYL,VMC,10.0,,0,0,1,1,38.377777,-121.961669,2,VMC,avall
20080130X00124,ACC,2008-01-20 00:00:00,2008,1,Corona,CA,USA,FATL,DAYL,VMC,10.0,7,4,0,0,0,33.882221,-117.6175,4,VMC,avall
20080122X00084,ACC,2008-01-15 00:00:00,2008,1,Port Said,,EG,FATL,,VMC,,,2,0,0,0,,,4,VMC,avall
20080122X00086,ACC,2008-01-19 00:00:00,2008,1,Huambo,,AO,FATL,,IMC,,,13,0,0,0,-12.768333,15.904999,4,IMC,avall
20080122X00082,ACC,2008-01-12 00:00:00,2008,1,Garrison,MN,USA,SERS,DAYL,VMC,8.0,5,0,1,0,0,46.321388,-93.840278,3,VMC,avall
20080122X00088,INC,2008-01-08 00:00:00,2008,1,Lincoln,NE,USA,NONE,NITE,VMC,10.0,6,0,0,0,38,40.851387,-96.765274,1,VMC,avall
20080411X00456,INC,2008-01-18 00:00:00,2008,1,Dutch Harbor,AK,USA,NONE,DAYL,VMC,9.0,37,0,0,0,2,53.906944,-166.549163,1,VMC,avall
20080125X00103,ACC,2008-01-09 00:00:00,2008,1,Detroit,MI,USA,NONE,DAYL,VMC,10.0,15,0,0,0,73,42.212501,-83.353332,1,VMC,avall
20080324X00374,ACC,2008-01-25 00:00:00,2008,1,Hollister,CA,USA,NONE,DAYL,VMC,10.0,30,0,0,0,2,36.900001,-121.417221,1,VMC,avall
20080210X00161,ACC,2008-01-25 00:00:00,2008,1,York,SC,USA,MINR,DAYL,VMC,10.0,3,0,0,2,0,35.031944,-81.252777,2,VMC,avall
20080214X00188,ACC,2008-01-28 00:00:00,2008,1,Dawson,GA,USA,NONE,DAYL,VMC,10.0,6,0,0,0,1,31.743055,-84.419166,1,VMC,avall
20080210X00160,ACC,2008-01-27 00:00:00,2008,1,McCullough,AL,USA,FATL,DAYL,VMC,10.0,5,1,0,0,0,31.166666,-87.525001,4,VMC,avall
20080514X00667,INC,2008-01-25 00:00:00,2008,1,Newark,NJ,USA,NONE,DAYL,VMC,10.0,14,0,0,0,107,40.689723,-74.174446,1,VMC,avall
20080207X00144,ACC,2008-01-23 00:00:00,2008,1,Cherbourg,,FR,FATL,,VMC,6.2,8,2,1,0,0,49.735553,-1.518333,4,VMC,avall
20080129X00115,ACC,2008-01-26 00:00:00,2008,1,Valley Center,KS,USA,SERS,DAYL,VMC,10.0,10,0,1,0,0,37.8325,-97.370002,3,VMC,avall
20080129X00116,ACC,2008-01-24 00:00:00,2008,1,Rock Springs,WY,USA,NONE,DAYL,VMC,10.0,,0,0,0,2,41.946945,-108.96833,1,VMC,avall
20080205X00136,ACC,2008-01-28 00:00:00,2008,1,Wiggins,MS,USA,NONE,DAYL,VMC,10.0,6,0,0,0,1,30.80861,-89.19139,1,VMC,avall
20080317X00317,ACC,2008-01-27 00:00:00,2008,1,Sheffield,TX,USA,SERS,DAYL,VMC,10.0,10,0,1,0,0,30.433332,-101.816665,3,VMC,avall
20080305X00268,ACC,2008-01-30 00:00:00,2008,1,Charlotte,NC,USA,NONE,NITE,VMC,8.0,10,0,0,0,2,35.21389,-80.943054,1,VMC,avall
20080207X00148,ACC,2008-01-29 00:00:00,2008,1,Marathon,FL,USA,SERS,DAYL,VMC,10.0,9,0,2,0,0,24.874721,-81.230003,3,VMC,avall
20080212X00178,INC,2008-01-31 00:00:00,2008,1,West Palm Beach,FL,USA,MINR,NITE,VMC,10.0,5,0,0,6,140,26.683055,-80.095558,2,VMC,avall
20080312X00303,ACC,2008-01-30 00:00:00,2008,1,Jefferson,GA,USA,SERS,DAYL,VMC,10.0,5,0,1,0,0,34.171943,-83.560554,3,VMC,avall
20080804X01152,ACC,2008-03-28 00:00:00,2008,3,Wainwright,,CA,FATL,,IMC,,,5,0,0,0,52.908889,-110.683891,4,IMC,avall
20080318X00326,ACC,2008-01-31 00:00:00,2008,1,Stafford,VA,USA,NONE,DAYL,VMC,10.0,3,0,0,0,2,38.398056,-77.455558,1,VMC,avall
20080211X00169,ACC,2008-02-01 00:00:00,2008,2,Mount Airy,NC,USA,FATL,DAYL,IMC,2.0,,6,0,0,0,36.463333,-80.550834,4,IMC,avall
20080201X00130,ACC,2008-01-26 00:00:00,2008,1,Los Angeles,CA,USA,FATL,NITE,VMC,10.0,3,1,0,0,0,33.945835,-118.279724,4,VMC,avall
20080211X00172,ACC,2008-02-01 00:00:00,2008,2,West Gardiner,ME,USA,FATL,NDRK,IMC,3.0,3,2,0,0,0,44.237499,-69.851669,4,IMC,avall
20080305X00264,ACC,2008-02-03 00:00:00,2008,2,Fruitland Park,FL,USA,MINR,DAYL,VMC,10.0,,0,0,1,0,28.878055,-81.940834,2,VMC,avall
20080330X00398,ACC,2008-02-01 00:00:00,2008,2,Ft. Lauderdale,FL,USA,MINR,DAYL,VMC,10.0,10,0,0,0,2,26.198333,-80.18,2,VMC,avall
20080206X00142,ACC,2008-02-02 00:00:00,2008,2,Lindsay,OK,USA,FATL,DAYL,VMC,10.0,5,2,0,0,0,34.857223,-97.586387,4,VMC,avall
20080211X00167,ACC,2008-02-02 00:00:00,2008,2,Mukilteo,WA,USA,SERS,DAYL,VMC,10.0,5,0,1,0,0,47.898056,-122.286109,3,VMC,avall
20080207X00150,ACC,2008-02-03 00:00:00,2008,2,Elkin,NC,USA,FATL,DAYL,VMC,10.0,3,1,0,0,0,36.281112,-80.780281,4,VMC,avall
20080306X00273,ACC,2008-01-27 00:00:00,2008,1,Leonardtown,MD,USA,NONE,DAYL,VMC,10.0,7,0,0,0,1,38.315277,-76.550003,1,VMC,avall
20080225X00233,ACC,2008-01-20 00:00:00,2008,1,Brigham City,UT,USA,NONE,DAYL,VMC,10.0,,0,0,0,1,41.552223,-112.062225,1,VMC,avall
20080229X00248,ACC,2008-01-25 00:00:00,2008,1,Beaver Marsh,OR,USA,MINR,DAYL,VMC,30.0,,0,0,1,2,43.128887,-121.817779,2,VMC,avall
20080226X00236,ACC,2008-01-30 00:00:00,2008,1,Brawley,CA,USA,NONE,NITE,VMC,25.0,3,0,0,0,1,33.036109,-115.519447,1,VMC,avall
20080211X00174,ACC,2008-02-01 00:00:00,2008,2,Palo Alto,CA,USA,NONE,DAYL,VMC,10.0,4,0,0,0,1,37.45,-122.099998,1,VMC,avall
20080211X00173,ACC,2008-02-01 00:00:00,2008,2,Murrieta,CA,USA,NONE,DAYL,VMC,10.0,6,0,0,0,1,33.579166,-117.116668,1,VMC,avall
20080226X00235,ACC,2008-02-03 00:00:00,2008,2,Bullhead City,AZ,USA,NONE,NITE,VMC,10.0,5,0,0,0,2,35.157222,-114.559448,1,VMC,avall
20080219X00205,ACC,2008-02-05 00:00:00,2008,2,Baytown,TX,USA,FATL,NITE,IMC,,13,1,0,0,0,29.756666,-94.845001,4,IMC,avall
20080211X00168,ACC,2008-02-04 00:00:00,2008,2,Parowan,UT,USA,NONE,DAYL,VMC,10.0,,0,0,0,1,37.859722,-112.816108,1,VMC,avall
20080222X00227,ACC,2008-02-06 00:00:00,2008,2,S. Padre Island,TX,USA,FATL,NDRK,VMC,8.0,8,3,0,0,0,26.138889,-97.206947,4,VMC,avall
20080326X00389,ACC,2008-02-05 00:00:00,2008,2,McGrath,AK,USA,NONE,DAYL,VMC,,,0,0,0,1,62.293334,-153.361938,1,VMC,avall
20080305X00269,ACC,2008-01-28 00:00:00,2008,1,Picayune,MS,USA,NONE,DAYL,VMC,10.0,3,0,0,0,1,30.487222,-89.651107,1,VMC,avall
20080211X00171,ACC,2008-02-02 00:00:00,2008,2,Maricopa,CA,USA,FATL,DAYL,VMC,10.0,,1,0,0,0,34.955833,-119.446662,4,VMC,avall
20080321X00361,ACC,2008-01-29 00:00:00,2008,1,Hollywood,FL,USA,MINR,DAYL,VMC,10.0,11,0,0,2,0,26.001111,-80.240554,2,VMC,avall
20080222X00230,ACC,2008-01-06 00:00:00,2008,1,Valparaiso,IN,USA,MINR,DAYL,VMC,10.0,15,0,0,1,1,41.453334,-87.007225,2,VMC,avall
20081219X16535,INC,2008-07-05 00:00:00,2008,7,Jeddah,,SA,,,,,,0,0,0,0,,,0,UNKNOWN,avall
20080208X00158,INC,2008-02-07 00:00:00,2008,2,St. Augustine,FL,USA,NONE,NDRK,VMC,10.0,6,0,0,0,1,29.965278,-81.35083,1,VMC,avall
20080319X00330,ACC,2008-02-07 00:00:00,2008,2,Chamblee,GA,USA,NONE,DAYL,VMC,10.0,6,0,0,0,2,33.871944,-84.301109,1,VMC,avall
20080208X00159,ACC,2008-01-19 00:00:00,2008,1,Green Valley,AZ,USA,FATL,DAYL,VMC,10.0,,2,0,0,0,31.940555,-111.081665,4,VMC,avall
20080306X00275,ACC,2008-02-08 00:00:00,2008,2,Houston,TX,USA,NONE,DAYL,VMC,,,0,0,0,2,30.056943,-95.551666,1,VMC,avall
20080212X00177,ACC,2008-02-08 00:00:00,2008,2,Albany,OR,USA,FATL,DAYL,VMC,10.0,14,3,0,0,0,44.6875,-123.011108,4,VMC,avall
20080213X00181,ACC,2008-02-08 00:00:00,2008,2,Hilo,HI,USA,MINR,DAYL,VMC,6.0,12,0,0,5,0,19.711389,-155.148605,2,VMC,avall
20080214X00195,ACC,2008-01-27 00:00:00,2008,1,Boswell,IN,USA,NONE,DAYL,VMC,,,0,0,0,1,40.542499,-87.420829,1,VMC,avall
20080321X00363,ACC,2008-02-08 00:00:00,2008,2,New Smyrna Bch.,FL,USA,NONE,DAYL,VMC,10.0,10,0,0,0,1,29.055555,-80.94889,1,VMC,avall
20080416X00494,ACC,2008-02-09 00:00:00,2008,2,Tallahassee,FL,USA,SERS,NITE,VMC,10.0,5,0,1,0,0,30.396389,-84.349998,3,VMC,avall
20080213X00184,ACC,2008-02-08 00:00:00,2008,2,San Antonio,TX,USA,NONE,DAYL,VMC,10.0,5,0,0,0,2,29.533611,-98.468612,1,VMC,avall
20080213X00185,ACC,2008-02-08 00:00:00,2008,2,Valentine,TX,USA,MINR,DAYL,VMC,10.0,,0,0,1,0,30.585832,-104.490554,2,VMC,avall
20080306X00276,ACC,2008-02-09 00:00:00,2008,2,Dallas,TX,USA,NONE,DAYL,VMC,,,0,0,0,3,33.03004,-96.80928,1,VMC,avall
20080322X00368,ACC,2008-02-09 00:00:00,2008,2,Boone,NC,USA,MINR,DAYL,VMC,10.0,12,0,0,1,0,36.200336,-81.659286,2,VMC,avall
20080321X00362,ACC,2008-02-10 00:00:00,2008,2,Pineland,FL,USA,NONE,DAYL,VMC,10.0,11,0,0,0,1,26.603332,-82.219718,1,VMC,avall
20080213X00186,ACC,2008-02-10 00:00:00,2008,2,Spring,TX,USA,SERS,DAYL,VMC,10.0,6,0,1,0,0,30.049165,-95.551109,3,VMC,avall
20080219X00210,ACC,2008-02-09 00:00:00,2008,2,Piru,CA,USA,MINR,NDRK,VMC,10.0,5,0,0,3,0,34.429435,-118.750518,2,VMC,avall
20080227X00239,ACC,2008-02-10 00:00:00,2008,2,Shallowater,TX,USA,NONE,DUSK,VMC,10.0,5,0,0,0,1,33.748332,-102.066947,1,VMC,avall
20080312X00301,ACC,2008-02-08 00:00:00,2008,2,Warm Springs,GA,USA,MINR,DAYL,VMC,10.0,5,0,0,1,0,32.937221,-84.696113,2,VMC,avall
20080306X00278,ACC,2008-02-10 00:00:00,2008,2,Red Lodge,MT,USA,NONE,DAYL,VMC,10.0,10,0,0,0,1,45.187221,-109.267219,1,VMC,avall
20080219X00209,ACC,2008-02-02 00:00:00,2008,2,Cabazon,CA,USA,FATL,DAYL,IMC,10.0,8,4,0,0,0,34.000278,-116.778892,4,IMC,avall
20080228X00244,ACC,2008-02-03 00:00:00,2008,2,Jenks,OK,USA,NONE,DAYL,VMC,10.0,8,0,0,0,1,36.039443,-95.984443,1,VMC,avall
20080214X00192,ACC,2008-02-13 00:00:00,2008,2,Empingham,,UK,FATL,,,,,1,0,0,0,,,4,UNKNOWN,avall
20080506X00615,INC,2008-02-10 00:00:00,2008,2,Cusco,,PE,NONE,,,,,0,0,0,55,,,1,UNKNOWN,avall
20080306X00279,ACC,2008-02-13 00:00:00,2008,2,Livermore,CA,USA,NONE,DAYL,VMC,10.0,13,0,0,0,2,37.693332,-121.820274,1,VMC,avall
20080310X00292,ACC,2008-02-13 00:00:00,2008,2,Leesburg,VA,USA,NONE,NITE,VMC,5.0,,0,0,0,2,39.077777,-77.557502,1,VMC,avall
20090618X13510,ACC,2009-04-11 00:00:00,2009,4,"Vientiane, Laos",,LA,NONE,,,,,0,0,0,13,,,1,UNKNOWN,avall
20080220X00211,ACC,2008-02-08 00:00:00,2008,2,Mesa,AZ,USA,NONE,NITE,VMC,10.0,,0,0,0,2,33.307777,-111.655281,1,VMC,avall
20080306X00277,INC,2008-02-06 00:00:00,2008,2,Austin,TX,USA,NONE,DAYL,VMC,,,0,0,0,1,30.19,-97.668609,1,VMC,avall
20080305X00266,ACC,2008-02-15 00:00:00,2008,2,Orlando,FL,USA,NONE,DAYL,VMC,10.0,4,0,0,0,1,28.438055,-81.31472,1,VMC,avall
20080229X00249,ACC,2008-01-17 00:00:00,2008,1,Valencia,,EC,NONE,,VMC,10.0,5,0,0,0,1,-0.926666,-79.34333,1,VMC,avall
20080326X00388,ACC,2008-02-15 00:00:00,2008,2,Greenville,ME,USA,NONE,DAYL,VMC,10.0,,0,0,0,1,45.462776,-69.551391,1,VMC,avall
20080220X00220,ACC,2008-01-23 00:00:00,2008,1,Cahokia,IL,USA,NONE,DAYL,VMC,10.0,6,0,0,0,1,38.570556,-90.156112,1,VMC,avall
20080318X00325,ACC,2008-03-03 00:00:00,2008,3,Centre,AL,USA,NONE,DAYL,VMC,10.0,,0,0,0,1,34.158889,-85.634445,1,VMC,avall
20080415X00487,ACC,2008-02-16 00:00:00,2008,2,Tullahoma,TN,USA,NONE,DAYL,VMC,10.0,5,0,0,0,1,35.374721,-86.241111,1,VMC,avall
20080222X00228,ACC,2008-02-16 00:00:00,2008,2,Portland,OR,USA,FATL,DAYL,IMC,0.25,3,1,0,0,0,45.583889,-122.618057,4,IMC,avall
20080322X00367,ACC,2008-01-31 00:00:00,2008,1,Meridian,MS,USA,NONE,DAYL,IMC,,,0,0,0,4,32.380001,-88.705558,1,IMC,avall
20080322X00365,ACC,2008-02-14 00:00:00,2008,2,Gainesville,FL,USA,NONE,DAYL,VMC,10.0,3,0,0,0,1,29.694444,-82.275001,1,VMC,avall
20080312X00304,ACC,2008-02-16 00:00:00,2008,2,Fort Pierce,FL,USA,MINR,DAYL,VMC,10.0,5,0,0,2,0,27.277778,-80.58583,2,VMC,avall
20080225X00234,ACC,2008-02-09 00:00:00,2008,2,Logan,UT,USA,NONE,DAYL,VMC,10.0,5,0,0,0,2,41.79111,-111.851387,1,VMC,avall
20080221X00222,ACC,2008-02-16 00:00:00,2008,2,Stanwood,WA,USA,FATL,DAYL,VMC,10.0,,2,0,0,0,48.228332,-122.365554,4,VMC,avall
20080516X00689,ACC,2008-02-14 00:00:00,2008,2,Mokuleia,HI,USA,NONE,DAYL,VMC,10.0,5,0,0,0,1,21.579444,-158.197219,1,VMC,avall
20080313X00311,ACC,2008-02-17 00:00:00,2008,2,El Cajon,CA,USA,NONE,DAYL,VMC,12.0,,0,0,0,2,32.82611,-116.972503,1,VMC,avall
20080313X00312,ACC,2008-02-17 00:00:00,2008,2,Kalispell,MT,USA,NONE,DAYL,VMC,10.0,,0,0,0,2,48.189331,-114.379898,1,VMC,avall
20080221X00223,ACC,2008-02-18 00:00:00,2008,2,Nevada City,CA,USA,FATL,DAYL,VMC,10.0,,1,0,0,0,39.278888,-120.983055,4,VMC,avall
20080319X00338,ACC,2008-02-18 00:00:00,2008,2,Caico Seco,,VE,FATL,DAYL,VMC,,,3,0,0,0,8.989444,-64.8125,4,VMC,avall
20080228X00246,ACC,2008-02-10 00:00:00,2008,2,Carefree,AZ,USA,NONE,NITE,VMC,10.0,,0,0,0,1,33.818054,-111.897781,1,VMC,avall
20080318X00329,ACC,2008-01-16 00:00:00,2008,1,Hereford,TX,USA,NONE,DAYL,VMC,10.0,21,0,0,0,2,34.857776,-102.327224,1,VMC,avall
20080222X00229,INC,2008-02-13 00:00:00,2008,2,Hilo,HI,USA,NONE,DAYL,VMC,10.0,3,0,0,0,43,19.622222,-154.863891,1,VMC,avall
20080220X00214,ACC,2008-02-03 00:00:00,2008,2,Denver,CO,USA,SERS,DAYL,VMC,10.0,12,0,1,1,20,39.861667,-104.673057,3,VMC,avall
20080304X00255,ACC,2008-02-09 00:00:00,2008,2,Alamogordo,NM,USA,NONE,DAYL,VMC,,,0,0,0,2,32.837223,-105.987777,1,VMC,avall
20080220X00221,ACC,2008-02-12 00:00:00,2008,2,Englewood,CO,USA,NONE,DAYL,VMC,10.0,9,0,0,0,2,39.569999,-104.849166,1,VMC,avall
20080220X00215,ACC,2008-02-13 00:00:00,2008,2,Sterling,KS,USA,FATL,DAYL,VMC,10.0,14,1,0,0,0,38.149444,-98.320274,4,VMC,avall
20080220X00216,ACC,2008-02-17 00:00:00,2008,2,Benton,KS,USA,FATL,NITE,IMC,6.0,10,2,0,0,0,37.787498,-97.125556,4,IMC,avall
20080222X00231,ACC,2008-02-13 00:00:00,2008,2,Cahokia,IL,USA,NONE,NITE,VMC,,,0,0,0,2,38.570556,-90.156112,1,VMC,avall
20080313X00310,ACC,2008-02-16 00:00:00,2008,2,Duncan Mills,CA,USA,MINR,DAYL,VMC,5.0,,0,0,1,1,38.457221,-123.051666,2,VMC,avall
20080326X00387,ACC,2008-02-19 00:00:00,2008,2,Atlanta,GA,USA,NONE,DAYL,VMC,10.0,12,0,0,0,2,33.875556,-84.30194,1,VMC,avall
20080304X00260,ACC,2008-02-15 00:00:00,2008,2,Covington,KY,USA,SERS,DAYL,VMC,8.0,9,0,1,0,52,39.042778,-84.673332,3,VMC,avall
20080321X00364,ACC,2008-02-20 00:00:00,2008,2,Pahokee,FL,USA,NONE,DAYL,VMC,10.0,12,0,0,0,1,26.810214,-80.659889,1,VMC,avall
20080228X00243,INC,2008-02-18 00:00:00,2008,2,Austin,TX,USA,NONE,DAYL,VMC,10.0,9,0,0,0,148,30.19,-97.668609,1,VMC,avall
20080326X00386,ACC,2008-02-07 00:00:00,2008,2,Chefornak,AK,USA,NONE,DAYL,VMC,20.0,10,0,0,0,1,60.149166,-164.285552,1,VMC,avall
20080319X00337,ACC,2008-02-21 00:00:00,2008,2,Princeton,NJ,USA,SERS,DAYL,VMC,10.0,6,0,1,0,1,40.399166,-74.658889,3,VMC,avall
20080304X00256,ACC,2008-02-20 00:00:00,2008,2,Auxerre,,FR,FATL,,VMC,,9,1,1,0,0,49.969444,2.693333,4,VMC,avall
20080222X00225,INC,2008-02-13 00:00:00,2008,2,Helsinki,,FI,NONE,,,,,0,0,0,39,,,1,UNKNOWN,avall
20080221X00224,INC,2008-02-19 00:00:00,2008,2,Moline,IL,USA,NONE,NITE,VMC,10.0,10,0,0,0,1,41.458889,-90.511947,1,VMC,avall
20081124X34243,ACC,2008-02-17 00:00:00,2008,2,Washington,DC,USA,NONE,DAYL,VMC,10.0,,0,0,0,132,38.858333,-77.041664,1,VMC,avall
20081219X65255,INC,2008-02-03 00:00:00,2008,2,Nurnberg,,GE,,,,,,0,0,0,0,,,0,UNKNOWN,avall
20080411X00460,ACC,2008-02-19 00:00:00,2008,2,Winder,GA,USA,NONE,DUSK,VMC,10.0,14,0,0,0,1,33.989883,-83.720336,1,VMC,avall
20080222X00232,ACC,2008-02-08 00:00:00,2008,2,Grand Meadow,MN,USA,FATL,DAYL,IMC,1.5,6,1,0,0,0,43.669723,-92.605003,4,IMC,avall
20080319X00336,ACC,2008-02-22 00:00:00,2008,2,Cumberland,MD,USA,FATL,NITE,IMC,1.25,6,2,0,0,0,39.642501,-78.698333,4,IMC,avall
20080330X00399,ACC,2008-02-19 00:00:00,2008,2,Perry,GA,USA,NONE,DAYL,VMC,10.0,8,0,0,0,1,32.509998,-83.767219,1,VMC,avall
