ev_id,aircraft_key,regis_no,far_part,damage,make_raw,model_raw,acft_series,manufacturer,model_family,model_full,acft_category,num_eng,total_seats,cert_max_gr_wt,acft_year,oper_name,oper_sched,oper_pax_cargo,type_fly,afm_hrs,second_pilot,damage_score,source_era
20001206X00832,1,N49727,135,DEST,BELL,206B,206B,BELL,206,BELL 206,HELI,1,,3200,,"COASTAL HELICOPTERS, INC.",NSCH,PAX,UNK,7854.0,N,4,pre2008
20001206X01017,1,N87594,135,SUBS,HILLER,UH12E,UH12E,HILLER,UH12E,HILLER UH12E,HELI,1,3,3100,,"IVERSON, PETER B.",NSCH,PAX,UNK,2100.0,N,3,pre2008
20001206X01018,1,N42DC,135,SUBS,Helio,295,295,HELIO,295,HELIO 295,AIR,1,4,3800,,"WRIGHT AIR SERVICE, INC.",NSCH,PACA,UNK,2999.0,N,3,pre2008
20001206X01192,1,N8908N,135,SUBS,PIPER,PA-32-300,PA-32-300,PIPER,PA-32,PIPER PA-32,AIR,1,7,3400,,VEAZIE AIR,NSCH,PAX,UNK,3700.0,N,3,pre2008
20001206X01418,1,N4471R,135,SUBS,CESSNA,185,185,CESSNA,185,CESSNA 185,AIR,1,5,3320,,TAQUAN AIR,NSCH,PACA,UNK,12569.0,N,3,pre2008
20001206X01639,1,N91056,135,SUBS,CESSNA,T207,T207,CESSNA,T207,CESSNA T207,AIR,1,1,3800,,SOUTH CENTRAL AIR,NSCH,CARG,UNK,10391.0,N,3,pre2008
20001206X01640,1,N2297R,135,SUBS,de Havilland,DHC-2,DHC-2,DEHAVILLAND,2,DEHAVILLAND 2,AIR,1,7,5090,,"MCBRIDE, MICHAEL S.",NSCH,PACA,UNK,,N,3,pre2008
20001206X01643,1,N8287Q,135,SUBS,CESSNA,206,206,CESSNA,206,CESSNA 206,AIR,1,6,3600,,,NSCH,PAX,UNK,,N,3,pre2008
20001206X01646,1,N4685F,135,SUBS,CESSNA,206,206,CESSNA,206,CESSNA 206,AIR,1,6,3500,,,NSCH,PAX,UNK,2291.0,N,3,pre2008
20001206X01651,1,N90315,135,SUBS,BELL,206,206,BELL,206,BELL 206,HELI,1,5,3200,,ALASKA WEST AIR,NSCH,PAX,UNK,6643.0,N,3,pre2008
20001206X01903,1,N5200X,135,SUBS,CESSNA,206,206,CESSNA,206,CESSNA 206,AIR,1,6,3600,,,NSCH,PAX,UNK,7597.0,N,3,pre2008
20001206X01907,1,N756NG,135,SUBS,CESSNA,206,206,CESSNA,206,CESSNA 206,AIR,1,1,3600,,"ARTIC CIRCLE AIR SERVICE, INC.",NSCH,CARG,UNK,5435.0,N,3,pre2008
20001206X01909,1,N4059H,135,SUBS,Helio,H-700,H-700,HELIO,700,HELIO 700,AIR,1,4,3800,,"40 MILE AIR, LTD",NSCH,PACA,UNK,1160.0,N,3,pre2008
20001206X01913,1,N1785R,135,SUBS,de Havilland,DHC-2,DHC-2,DEHAVILLAND,2,DEHAVILLAND 2,AIR,1,7,5100,,WILLOW AIR SERVICE,NSCH,PAX,UNK,,N,3,pre2008
20001206X01926,1,N9825F,135,SUBS,CESSNA,208,208,CESSNA,208,CESSNA 208,AIR,1,10,8000,,,NSCH,PAX,UNK,792.0,N,3,pre2008
20001206X02160,1,N8597D,135,SUBS,PIPER,PA-18,PA-18,PIPER,PA-18,PIPER PA-18,AIR,1,2,1750,,"40 MILE AIR, LTD.",NSCH,PACA,UNK,,N,3,pre2008
20001206X02167,1,N3930Z,135,SUBS,PIPER,PA-18-150,PA-18-150,PIPER,PA-18,PIPER PA-18,AIR,1,2,1925,,4W AIR,NSCH,PACA,UNK,2284.0,N,3,pre2008
20001206X02171,1,N1433Z,135,SUBS,de Havilland,DHC2,DHC2,DEHAVILLAND,DHC2,DEHAVILLAND DHC2,AIR,1,8,5370,,RUST'S FLYING SERVICE,NSCH,PAX,UNK,13150.0,N,3,pre2008
20001206X02536,1,N611FE,121,SUBS,MCDONNELL DOUGLAS,MD-11/F,MD-11/F,MCDONNELL DOUGLAS,MD-11,MCDONNELL DOUGLAS MD-11,AIR,3,6,625500,,,NSCH,CARG,UNK,3974.0,Y,3,pre2008
20001206X02666,1,N1238K,135,DEST,CESSNA,402C,402C,CESSNA,402,CESSNA 402,AIR,2,10,7190,,,SCHD,PAX,UNK,10722.0,N,4,pre2008
20001206X02667,1,N681MA,121,,BOEING,737-3M8 (300),737-3M8 (3,BOEING,737,BOEING 737,AIR,2,147,135500,,"MARKAIR,  INC.",SCHD,PACA,UNK,17725.0,Y,0,pre2008
20001207X03576,1,N8385G,135,DEST,PIPER,PA-32-301,PA-32-301,PIPER,PA-32,PIPER PA-32,AIR,1,6,3600,,,NSCH,PACA,UNK,10606.0,N,4,pre2008
20001207X03828,1,N6281J,135,DEST,PIPER,PA-32R-300,PA-32R-300,PIPER,PA-32,PIPER PA-32,AIR,1,6,3400,,,NSCH,PAX,UNK,6977.0,N,4,pre2008
20001207X04116,1,N1590R,135,SUBS,PIPER,PA-18-150,PA-18-150,PIPER,PA-18,PIPER PA-18,AIR,1,2,1750,,"40 MILE AIR, LTD",NSCH,PACA,UNK,1090.0,N,3,pre2008
20001206X02668,1,N5282U,135,SUBS,CESSNA,206,206,CESSNA,206,CESSNA 206,AIR,1,6,3600,,SOUTH CENTRAL AIR,NSCH,CARG,UNK,2695.0,N,3,pre2008
20001207X04119,1,N2937X,135,MINR,PIPER,PA-28-181,PA-28-181,PIPER,PA-28,PIPER PA-28,AIR,1,4,2550,,,NSCH,PAX,UNK,9364.0,N,2,pre2008
20001207X04398,1,N38293,135,,PIPER,PA-28-181,PA-28-181,PIPER,PA-28,PIPER PA-28,AIR,1,4,2550,,,NSCH,MAIL,UNK,,N,0,pre2008
20001206X02369,1,N20752,135,SUBS,CESSNA,A185F,A185F,CESSNA,A185,CESSNA A185,AIR,1,4,3350,,,NSCH,PAX,UNK,3493.0,N,3,pre2008
20001206X02538,1,N6322D,135,SUBS,CESSNA,172,172,CESSNA,172,CESSNA 172,AIR,1,4,2300,,,NSCH,PAX,UNK,3092.0,N,3,pre2008
20001206X02540,1,N49686,135,,BELL,206,206,BELL,206,BELL 206,HELI,1,5,3200,,,NSCH,PAX,UNK,5935.0,N,0,pre2008
20001206X02541,1,N9829M,135,SUBS,CESSNA,207,207,CESSNA,207,CESSNA 207,AIR,1,8,3800,,,NSCH,PACA,UNK,5661.0,N,3,pre2008
20001206X02671,1,N4552F,135,DEST,CESSNA,185,185,CESSNA,185,CESSNA 185,AIR,1,4,3350,,,NSCH,PAX,UNK,6431.0,N,4,pre2008
20001206X02673,1,N7340U,135,SUBS,CESSNA,207,207,CESSNA,207,CESSNA 207,AIR,1,7,3800,,,NSCH,PACA,UNK,5137.0,N,3,pre2008
20001207X02806,1,N242SS,135,SUBS,CESSNA,208,208,CESSNA,208,CESSNA 208,AIR,1,10,8210,,,SCHD,PACA,UNK,4982.0,N,3,pre2008
20001207X02811,1,N4480X,135,SUBS,PIPER,PA-32-300,PA-32-300,PIPER,PA-32,PIPER PA-32,AIR,1,6,3400,,VILLAGE AVIATION INC.,SCHD,PAX,UNK,9850.0,N,3,pre2008
20001207X02920,1,N1095F,135,SUBS,CESSNA,185F,185F,CESSNA,185,CESSNA 185,AIR,1,4,3350,,,NSCH,CARG,UNK,8008.0,N,3,pre2008
20001207X03051,1,N6478H,135,DEST,CESSNA,207A,207A,CESSNA,207,CESSNA 207,AIR,1,7,3800,,,SCHD,PAX,UNK,16116.0,N,4,pre2008
20001207X03053,1,N1719U,135,SUBS,CESSNA,207A,207A,CESSNA,207,CESSNA 207,AIR,1,8,3800,,,SCHD,PAX,UNK,11868.0,N,3,pre2008
20001207X03056,1,N4059H,135,SUBS,HELIO,H700,H700,HELIO,H700,HELIO H700,AIR,1,4,3800,,FORTY (40) MILE AIR LTD.,NSCH,PAX,UNK,1121.0,N,3,pre2008
20001207X03057,1,N756TA,135,SUBS,CESSNA,206G,206G,CESSNA,206,CESSNA 206,AIR,1,1,3600,,ARCTIC CIRCLE AIR,NSCH,CARG,UNK,5367.0,N,3,pre2008
20001207X03394,1,N3588Z,135,SUBS,PIPER,PA-31-350,PA-31-350,PIPER,PA-31,PIPER PA-31,AIR,2,10,7250,,,NSCH,PAX,UNK,5763.0,N,3,pre2008
20001207X03399,1,N19BR,135,SUBS,CESSNA,206,206,CESSNA,206,CESSNA 206,AIR,1,1,3600,,ARCTIC CIRCLE AIR SERVICE INC.,NSCH,CARG,UNK,6615.0,N,3,pre2008
20001207X03400,1,N1047F,135,SUBS,CESSNA,185,185,CESSNA,185,CESSNA 185,AIR,1,6,3350,,DOUG GEETING AVIATION,NSCH,PAX,UNK,6000.0,N,3,pre2008
20001207X03403,1,N60618,135,SUBS,AEROSPATIALE,AS-350-B2,AS-350-B2,AEROSPATIALE,350,AEROSPATIALE 350,HELI,1,7,4961,,,NSCH,PAX,UNK,1552.0,N,3,pre2008
20001207X03590,1,N84468,135,SUBS,CESSNA,172,172,CESSNA,172,CESSNA 172,AIR,1,4,2300,,,NSCH,PAX,UNK,2400.0,N,3,pre2008
20001207X03592,1,N906SJ,121,SUBS,LOCKHEED,L-382E,L-382E,LOCKHEED,L-382,LOCKHEED L-382,AIR,4,6,155000,,,NSCH,CARG,UNK,45737.0,Y,3,pre2008
20001207X03598,1,N555WK,135,SUBS,CESSNA,185,185,CESSNA,185,CESSNA 185,AIR,1,6,3350,,,NSCH,PAX,UNK,3063.0,N,3,pre2008
20001207X03836,1,N472PM,135,SUBS,de Havilland,DHC-3,DHC-3,DEHAVILLAND,3,DEHAVILLAND 3,AIR,1,11,8000,,,NSCH,PAX,UNK,4596.0,N,3,pre2008
20001207X03839,1,N8639F,135,SUBS,HUGHES,500D,500D,HUGHES,500D,HUGHES 500D,HELI,1,5,3000,,,NSCH,PAX,UNK,7201.0,N,3,pre2008
20001207X03851,1,N17481,135,SUBS,GRUMMAN,G-44,G-44,GRUMMAN,44,GRUMMAN 44,AIR,2,6,5500,,,NSCH,PAX,UNK,13980.0,N,3,pre2008
20001207X04122,1,N4596U,135,SUBS,CESSNA,206G,206G,CESSNA,206,CESSNA 206,AIR,1,6,3600,,RUST'S FLYING SERVICE,NSCH,PAX,UNK,8057.0,N,3,pre2008
20001207X04135,1,N504FS,135,SUBS,Short Brothers,SC.7,SC.7,SHORT BROTHERS,7,SHORT BROTHERS 7,AIR,2,2,12500,,,NSCH,CARG,UNK,5965.0,N,3,pre2008
20090312X34256,1,N402BP,135,SUBS,CESSNA,402B,,CESSNA,402,CESSNA 402,AIR,2,2,6300,,"Business Aviation Courier, Inc.",NSCH,CARG,,11117.0,N,3,avall
20090314X10623,1,N6478V,135,SUBS,HELIO,H-295,,HELIO,295,HELIO 295,AIR,1,6,3800,,WRIGHT AIR SERVICE INC,NSCH,PAX,,8018.0,N,3,avall
20090319X45005,1,N4112K,135,SUBS,PIPER,PA-31-350,,PIPER,PA-31,PIPER PA-31,AIR,2,8,7368,,Frontier Flying Service,NSCH,CARG,,25406.0,N,3,avall
20090323X01952,1,N526FE,121,DEST,MCDONNELL DOUGLAS,MD11,F,MCDONNELL DOUGLAS,MD11,MCDONNELL DOUGLAS MD11,AIR,,,,,FedEx Corporation,NSCH,CARG,,,Y,4,avall
20090325X03924,1,N257NA,135,SUBS,BEECH,200,,BEECHCRAFT,200,BEECHCRAFT 200,AIR,2,7,12500,,Southern Nevada Jet Charter,NSCH,PAX,,7628.0,Y,3,avall
20090401X82602,1,N941DL,121,MINR,MCDONNELL DOUGLAS,MD88,88,MCDONNELL DOUGLAS,MD88,MCDONNELL DOUGLAS MD88,AIR,2,149,150500,,Delta Air Lines Inc,SCHD,PAX,,53061.0,Y,2,avall
20090403X22132,1,N509SR,135,MINR,CIRRUS DESIGN CORP,SR22,,CIRRUS DESIGN CORP,SR22,CIRRUS DESIGN CORP SR22,AIR,1,4,3400,,SATSAIR LLC,NSCH,PAX,,1707.0,N,2,avall
20090410X73921,1,N43551,135,SUBS,PIPER,PA-32-300,,PIPER,PA-32,PIPER PA-32,AIR,1,2,3400,,J P AIR SERVICE LLC,NSCH,CARG,,9804.0,N,3,avall
20090417X91001,1,N309CH,135,SUBS,BELL,222B,,BELL,222,BELL 222,HELI,2,7,8250,,CENTRAL HELICOPTER SERVICE INC,NSCH,PAX,,8905.0,N,3,avall
20090420X61500,1,N295AE,135,MINR,BELL,206,L3,BELL,206,BELL 206,HELI,1,4,4150,,"Air Evac EMS, INC.",NSCH,PAX,,8817.0,N,2,avall
20090421X81417,1,N27722,121,,BOEING,737-724,,BOEING,737,BOEING 737,AIR,2,149,,,CONTINENTAL AIRLINES INC,SCHD,PAX,,,Y,0,avall
20090422X95319,1,N449YV,121,SUBS,DE HAVILLAND,DHC-8,202,DEHAVILLAND,8,DEHAVILLAND 8,AIR,2,53,36300,,Mesa Airlines,SCHD,PAX,,31353.0,Y,3,avall
20090422X00452,1,N367N,135,SUBS,CESSNA,T210L,,CESSNA,T210,CESSNA T210,AIR,1,6,3800,,Arrow West Aviation Inc,NSCH,PAX,,7826.0,N,3,avall
20090426X54652,1,N136FS,135,SUBS,DOUGLAS,DC3,,MCDONNELL DOUGLAS,DC3,MCDONNELL DOUGLAS DC3,AIR,2,5,26900,,Four Star Aviation Inc,NSCH,CARG,,19952.0,Y,3,avall
20090427X02120,1,N769EA,135,MINR,CESSNA,402C,,CESSNA,402,CESSNA 402,AIR,2,10,7210,,Hyannis Air Services Inc,SCHD,PAX,,24161.0,N,2,avall
20090505X04553,1,N311US,121,SUBS,AIRBUS,A320,211,AIRBUS,A320,AIRBUS A320,AIR,2,156,167300,,NORTHWEST AIRLINES INC,SCHD,PAX,,57600.0,Y,3,avall
20090505X41523,1,N165TW,135,SUBS,DASSAULT/SUD,FAN JET,FALCON 20,DASSAULT/SUD,FAN JET,DASSAULT/SUD FAN JET,AIR,2,3,28660,,"Ameristar Jet Charter, Inc.",NSCH,CARG,,16360.0,Y,3,avall
20090506X83403,1,N629SP,135,SUBS,CESSNA,TU206,F,CESSNA,U206,CESSNA U206,AIR,1,1,3600,,ALASKA SCENIC AIR LLC,NSCH,CARG,,3092.0,N,3,avall
20090507X00926,1,N139WA,121,SUBS,BOEING,DC-10,30,BOEING,DC-10,BOEING DC-10,AIR,3,328,580000,,World Airways,NSCH,PAX,,107814.0,Y,3,avall
20090513X31333,1,N371SW,121,MINR,BOEING,737,3H4,BOEING,737,BOEING 737,AIR,2,145,13600,,SOUTHWEST AIRLINES CO,SCHD,PAX,,52892.0,Y,2,avall
20090518X11549,1,N70323,135,SUBS,CESSNA,172,M,CESSNA,172,CESSNA 172,AIR,1,4,2300,,Westwind Aviation Inc.,NSCH,PAX,,6530.0,N,3,avall
20090520X95252,1,N295SC,135,SUBS,HELIO,H-295,,HELIO,295,HELIO 295,AIR,1,6,3400,,Alaska Flyers,NSCH,PAX,,,N,3,avall
20090522X80352,1,N843AE,121,SUBS,EMBRAER,EMB-135,KL,EMBRAER,EMB-135,EMBRAER EMB-135,AIR,2,47,,,American Eagle Airlines Inc,SCHD,PAX,,15852.0,Y,3,avall
20090525X51624,1,N8001V,135,SUBS,BEECH,C90A,,BEECHCRAFT,C90A,BEECHCRAFT C90A,AIR,2,8,,,EXECUTIVE AIRLINK INC,NSCH,PAX,,8252.0,Y,3,avall
20090527X25328,1,N129DL,121,,BOEING,767 332,332,BOEING,767,BOEING 767,AIR,2,,348220,1988,Delta Air Lines,SCHD,PAX,,,,0,avall
20090601X10341,1,N257PS,135,,BOMBARDIER INC,CL-600-2B1,,BOMBARDIER,CL-600,BOMBARDIER CL-600,AIR,2,55,,,,SCHD,PAX,,,Y,0,avall
20090604X25647,1,,121,,MCDONNELL DOUGLAS,MD80,,MCDONNELL DOUGLAS,MD80,MCDONNELL DOUGLAS MD80,AIR,2,,,,,SCHD,PAX,,,Y,0,avall
20090608X70545,1,N37127,135,SUBS,CESSNA,404,,CESSNA,404,CESSNA 404,AIR,2,2,8400,,KEY LIME AIR CORPORATION,NSCH,CARG,,17130.0,N,3,avall
20090608X75821,1,N7796Y,135,SUBS,PIPER,PA-18-150,,PIPER,PA-18,PIPER PA-18,AIR,1,2,1650,,WIEDERKEHR WILLIAM D,NSCH,PAX,,4051.0,N,3,avall
20090610X65600,1,N570UA,121,MINR,BOEING,757-222,,BOEING,757,BOEING 757,AIR,2,192,,,UNITED AIR LINES INC,SCHD,PAX,,,Y,2,avall
20090611X13753,1,N857AS,121,MINR,BOMBARDIER INC,CL-600-2B1,,BOMBARDIER,CL-600,BOMBARDIER CL-600,AIR,2,55,53250,,Atlantic Southeast Airlines,SCHD,PAX,,22266.0,Y,2,avall
20090612X13814,1,N299WN,121,,BOEING,737-7H4,,BOEING,737,BOEING 737,AIR,2,140,,,,SCHD,PAX,,,,0,avall
20090612X13814,2,N16963,135,,EMBRAER,EMB-145LR,,EMBRAER,EMB-145,EMBRAER EMB-145,AIR,2,55,,,,SCHD,PAX,,,,0,avall
20090616X44104,1,N33243,135,SUBS,CESSNA,U206F,,CESSNA,U206,CESSNA U206,AIR,1,6,3600,,WATERS AERO MARINE INC,NSCH,CARG,,6887.0,N,3,avall
20090619X84742,1,N662AW,121,,AIRBUS,A320,,AIRBUS,A320,AIRBUS A320,,,,,,USAirways,SCHD,PAX,,,Y,0,avall
20090625X71751,1,N4490M,135,,Beech,B100,,BEECHCRAFT,B100,BEECHCRAFT B100,AIR,2,6,11600,,Air Methods Corporation,NSCH,PAX,,9898.0,Y,0,avall
20090712X94532,1,N606JB,121,,AIRBUS,A320-232,,AIRBUS,A320,AIRBUS A320,AIR,2,160,171958,,JETBLUE AIRWAYS CORP,SCHD,PAX,,18703.0,Y,0,avall
20090714X83900,1,N387SW,121,SUBS,BOEING,737,3H4,BOEING,737,BOEING 737,AIR,2,,,,SOUTHWEST AIRLINES CO,SCHD,PAX,,50888.0,Y,3,avall
20090715X22949,1,N777YA,135,SUBS,DOUGLAS,DC-3C,,MCDONNELL DOUGLAS,DC-3,MCDONNELL DOUGLAS DC-3,AIR,2,,26900,,BUSH AIR CARGO INC,NSCH,CARG,,25950.0,Y,3,avall
20090715X44125,1,N225BL,135,SUBS,NOORDUYN,UC-64A,,NOORDUYN,64A,NOORDUYN 64A,AIR,1,9,7540,,RENFRO MICHAEL W,NSCH,PAX,,15729.0,N,3,avall
20090715X50046,1,N93CA,135,SUBS,BEECH,G18S,,BEECHCRAFT,G18S,BEECHCRAFT G18S,AIR,2,10,10100,,MUNICH HANS W,NSCH,CARG,,16350.0,N,3,avall
20090721X62037,1,N658UA,121,MINR,BOEING,767,300,BOEING,767,BOEING 767,AIR,2,,,,United Airlines,SCHD,PAX,,,Y,2,avall
20090723X00731,1,N68088,135,SUBS,DEHAVILLAND,BEAVER DHC-2,,DEHAVILLAND,2,DEHAVILLAND 2,AIR,1,8,5370,,ILIAMNA AIR TAXI INC,NSCH,PAX,,9376.0,N,3,avall
PRE1982_249,1,N2999,135,DEST,BEECHCRAFT,D18S,,BEECHCRAFT,D18S,BEECHCRAFT D18S,AIR,2,,,,S.CENT.AIRLINE,,,CI,,,4,pre1982
PRE1982_275,1,N18946,135,DEST,LOCKHEED,12A,,LOCKHEED,12A,LOCKHEED 12A,AIR,2,,,,,,,CI,,,4,pre1982
PRE1982_323,1,N560R,135,SUBS,DOUGLAS,DC3A,,MCDONNELL DOUGLAS,DC3A,MCDONNELL DOUGLAS DC3A,AIR,2,,,,,,,CT,,,3,pre1982
PRE1982_388,1,N2495B,135,DEST,BELL,47G2,,BELL,47G2,BELL 47G2,HELI,1,,,,,,,CI,,,4,pre1982
PRE1982_410,1,N37R,135,MINR,BEECHCRAFT,C18S,,BEECHCRAFT,C18S,BEECHCRAFT C18S,AIR,2,,,,AMERICAN AIR T,,,CI,,,2,pre1982
PRE1982_437,1,N73207,135,SUBS,BELL,47G2A,,BELL,47G2A,BELL 47G2A,HELI,1,,,,,,,CD,,,3,pre1982
PRE1982_523,1,N6737P,135,SUBS,BELL,47J,,BELL,47J,BELL 47J,HELI,1,,,,,,,CI,,,3,pre1982
PRE1982_529,1,N8313T,135,DEST,CESSNA,175,,CESSNA,175,CESSNA 175,AIR,1,,,,,,,CI,,,4,pre1982
PRE1982_561,1,N1800D,135,DEST,BEECHCRAFT,C35,,BEECHCRAFT,C35,BEECHCRAFT C35,AIR,1,,,,,,,CI,,,4,pre1982
PRE1982_568,1,N2820B,135,SUBS,BELL,47G2,,BELL,47G2,BELL 47G2,HELI,1,,,,,,,DY,,,3,pre1982
PRE1982_605,1,N9094R,135,DEST,AERO COMM,520,,AERO COMM,520,AERO COMM 520,AIR,2,,,,,,,CI,,,4,pre1982
PRE1982_1441,1,N4050Y,135,DEST,CESSNA,185,,CESSNA,185,CESSNA 185,AIR,1,,,,,,,CJ,,,4,pre1982
PRE1982_668,1,N1300H,135,SUBS,DEHAVILLAND,DH-104,,DEHAVILLAND,104,DEHAVILLAND 104,AIR,2,,,,,,,CI,,,3,pre1982
PRE1982_704,1,N5493W,135,DEST,PIPER,PA-28,,PIPER,PA-28,PIPER PA-28,AIR,1,,,,,,,CI,,,4,pre1982
PRE1982_706,1,N1510E,135,DEST,CHAMPION,7AC,,CHAMPION,7A,CHAMPION 7A,AIR,1,,,,,,,A1,,,4,pre1982
PRE1982_726,1,N9348F,135,DEST,HUGHES,269B,,HUGHES,269B,HUGHES 269B,HELI,1,,,,,,,DY,,,4,pre1982
PRE1982_880,1,N6474X,135,NONE,CESSNA,180,,CESSNA,180,CESSNA 180,AIR,1,,,,,,,CI,,,1,pre1982
PRE1982_886,1,N987,135,SUBS,SIKORSKY,S62A,,SIKORSKY,S62A,SIKORSKY S62A,HELI,1,,,,,,,CI,,,3,pre1982
PRE1982_901,1,N8499E,135,SUBS,BELL,47J2,,BELL,47J2,BELL 47J2,HELI,1,,,,MASS HEL ALINS,,,CI,,,3,pre1982
PRE1982_941,1,N5436B,135,DEST,CESSNA,182,,CESSNA,182,CESSNA 182,AIR,1,,,,,,,CI,,,4,pre1982
PRE1982_962,1,N61350,135,DEST,DOUGLAS,DC-3,,MCDONNELL DOUGLAS,DC-3,MCDONNELL DOUGLAS DC-3,AIR,2,,,,,,,CI,,,4,pre1982
PRE1982_967,1,N2120H,121,SUBS,ERCOUPE,415C,,ERCOUPE,415C,ERCOUPE 415C,AIR,1,,,,,,,B0,,,3,pre1982
PRE1982_1012,1,N2178U,135,SUBS,BRANTLY,B2B,,BRANTLY,B2B,BRANTLY B2B,HELI,1,,,,ACTION AIR HEL,,,CI,,,3,pre1982
PRE1982_1028,1,N5003Y,135,DEST,PIPER,PA-23,,PIPER,PA-23,PIPER PA-23,AIR,2,,,,CST FLYING SER,,,CI,,,4,pre1982
PRE1982_1105,1,N5034U,135,SUBS,CESSNA,206,,CESSNA,206,CESSNA 206,AIR,1,,,,,,,CI,,,3,pre1982
PRE1982_1116,1,N6271D,135,DEST,AERO CDR,680,,AERO CDR,680,AERO CDR 680,AIR,2,,,,SOUTHEAST AIRM,,,CI,,,4,pre1982
PRE1982_1149,1,N7373D,135,DEST,PIPER,PA-18,,PIPER,PA-18,PIPER PA-18,AIR,1,,,,DAVENPORT AIRL,,,CG,,,4,pre1982
PRE1982_1189,1,N2840G,135,DEST,BEECHCRAFT,C-45G,,BEECHCRAFT,45G,BEECHCRAFT 45G,AIR,2,,,,MUSTANG AVIATI,,,CI,,,4,pre1982
PRE1982_1201,1,N39Q,135,DEST,BEECH,C18S,,BEECHCRAFT,C18S,BEECHCRAFT C18S,AIR,2,,,,JERSEY STATE A,,,DC,,,4,pre1982
PRE1982_1214,1,N2475B,135,SUBS,BELL,47H1,,BELL,47H1,BELL 47H1,HELI,1,,,,,,,B1,,,3,pre1982
PRE1982_1235,1,N4860V,135,SUBS,CURTISS,C46,,CURTISS,C46,CURTISS C46,AIR,2,,,,INTERIOR AIRWA,,,CS,,,3,pre1982
PRE1982_1239,1,N800UA,135,DEST,BEECHCRAFT,D-18S,,BEECHCRAFT,18S,BEECHCRAFT 18S,AIR,2,,,,LEONARD C PIET,,,CI,,,4,pre1982
PRE1982_1244,1,N7662W,135,DEST,PIPER,PA-28,,PIPER,PA-28,PIPER PA-28,AIR,1,,,,GROAT AIR TAXI,,,CI,,,4,pre1982
PRE1982_1280,1,N86504,135,DEST,LOCKHEED,L-049,,LOCKHEED,L-049,LOCKHEED L-049,AIR,4,,,,PARADISE,,,CT,,,4,pre1982
PRE1982_1283,1,N6015Z,135,DEST,PIPER,PA-18,,PIPER,PA-18,PIPER PA-18,AIR,1,,,,A BONTRAGER,,,CI,,,4,pre1982
PRE1982_1311,1,N90280,135,DEST,BEECH,SNB-5,,BEECHCRAFT,5,BEECHCRAFT 5,AIR,2,,,,OHIO VALLEY AV,,,DD,,,4,pre1982
PRE1982_1386,1,N1726G,135,SUBS,BEECHCRAFT,B95A55,,BEECHCRAFT,B95A,BEECHCRAFT B95A,AIR,2,,,,,,,CI,,,3,pre1982
PRE1982_1474,1,N4328P,135,SUBS,PIPER,PA23,,PIPER,PA23,PIPER PA23,AIR,2,,,,,,,CI,,,3,pre1982
PRE1982_1493,1,N7038P,135,SUBS,PIPER,PA24,,PIPER,PA24,PIPER PA24,AIR,1,,,,,,,DD,,,3,pre1982
PRE1982_1531,1,N364CA,135,SUBS,CESSNA,310B,,CESSNA,310,CESSNA 310,AIR,2,,,,,,,CI,,,3,pre1982
PRE1982_1550,1,N9654D,135,SUBS,PIPER,PA22,,PIPER,PA22,PIPER PA22,AIR,1,,,,,,,CJ,,,3,pre1982
PRE1982_1587,1,N6735T,135,SUBS,CESSNA,310,,CESSNA,310,CESSNA 310,AIR,2,,,,,,,CI,,,3,pre1982
PRE1982_1623,1,N7266E,135,SUBS,CESSNA,182,,CESSNA,182,CESSNA 182,AIR,1,,,,,,,CI,,,3,pre1982
PRE1982_1650,1,N75541,135,SUBS,BOEING,B75N1,,BOEING,B75N1,BOEING B75N1,AIR,1,,,,,,,CA,,,3,pre1982
PRE1982_1651,1,N67551,135,SUBS,BOEING,75,,BOEING,75,BOEING 75,AIR,1,,,,,,,CA,,,3,pre1982
PRE1982_1655,1,N489Y,135,DEST,GRUMMAN,164,,GRUMMAN,164,GRUMMAN 164,AIR,1,,,,,,,CA,,,4,pre1982
PRE1982_1664,1,N52904,135,SUBS,STINSON,V77,,STINSON,V77,STINSON V77,AIR,1,,,,,,,CI,,,3,pre1982
PRE1982_1668,1,N8259Z,135,SUBS,CESSNA,205,,CESSNA,205,CESSNA 205,AIR,1,,,,,,,CI,,,3,pre1982
PRE1982_1794,1,N227M,135,SUBS,LOCKHEED,10A,,LOCKHEED,10A,LOCKHEED 10A,AIR,2,,,,,,,CI,,,3,pre1982
PRE1982_1815,1,N8559W,135,SUBS,PIPER,PA28,,PIPER,PA28,PIPER PA28,AIR,1,,,,,,,CJ,,,3,pre1982
PRE1982_1871,1,N4019D,135,SUBS,CESSNA,182,,CESSNA,182,CESSNA 182,AIR,1,,,,,,,CI,,,3,pre1982
PRE1982_1978,1,N7110D,135,SUBS,PIPER,PA22,,PIPER,PA22,PIPER PA22,AIR,1,,,,,,,CI,,,3,pre1982
PRE1982_2020,1,N42S,135,SUBS,DEHAVILAND,DH1045,,DEHAVILAND,DH1045,DEHAVILAND DH1045,AIR,2,,,,,,,CI,,,3,pre1982
PRE1982_2162,1,N77CP,135,SUBS,CESSNA,310,,CESSNA,310,CESSNA 310,AIR,2,,,,,,,CI,,,3,pre1982
PRE1982_2181,1,N4161B,135,SUBS,DEHAVILLAND,104,,DEHAVILLAND,104,DEHAVILLAND 104,AIR,2,,,,,,,CI,,,3,pre1982
