ev_id,aircraft_key,regis_no,far_part,damage,make_raw,model_raw,acft_series,manufacturer,model_family,model_full,acft_category,num_eng,total_seats,cert_max_gr_wt,acft_year,oper_name,oper_sched,oper_pax_cargo,type_fly,afm_hrs,second_pilot,damage_score,source_era
PRE1982_2200,1,N9861R,135,SUBS,BEECHCRAFT,M35,,BEECHCRAFT,M35,BEECHCRAFT M35,AIR,1,,,,,,,CI,,,3,pre1982
PRE1982_2325,1,N3702S,135,SUBS,CESSNA,172E,,CESSNA,172,CESSNA 172,AIR,1,,,,,,,CJ,,,3,pre1982
PRE1982_2333,1,N3381G,135,SUBS,LOCKHEED,LASA60,,LOCKHEED,LASA60,LOCKHEED LASA60,AIR,1,,,,,,,CJ,,,3,pre1982
PRE1982_2448,1,N329,135,SUBS,GRUMMAN,G21,,GRUMMAN,G21,GRUMMAN G21,AIR,2,,,,,,,CI,,,3,pre1982
PRE1982_2478,1,N1887Z,135,SUBS,CESSNA,205,,CESSNA,205,CESSNA 205,AIR,1,,,,,,,CI,,,3,pre1982
PRE1982_2587,1,N9950X,135,SUBS,CESSNA,185,,CESSNA,185,CESSNA 185,AIR,1,,,,,,,CI,,,3,pre1982
PRE1982_2598,1,N918V,135,SUBS,DEHAVILLAND,104,,DEHAVILLAND,104,DEHAVILLAND 104,AIR,2,,,,,,,CI,,,3,pre1982
PRE1982_2655,1,N5152Y,135,SUBS,PIPER,PA23,,PIPER,PA23,PIPER PA23,AIR,2,,,,,,,CJ,,,3,pre1982
PRE1982_2676,1,N2158Z,135,SUBS,CESSNA,180F,,CESSNA,180,CESSNA 180,AIR,1,,,,,,,CI,,,3,pre1982
PRE1982_2766,1,N5090Y,135,SUBS,PIPER,PA23,,PIPER,PA23,PIPER PA23,AIR,2,,,,,,,CI,,,3,pre1982
PRE1982_2793,1,N71080,135,DEST,PIPER,J3,,PIPER,J3,PIPER J3,AIR,1,,,,,,,A3,,,4,pre1982
PRE1982_2849,1,N623,135,SUBS,RIVIERA,FN333,,RIVIERA,FN333,RIVIERA FN333,AIR,1,,,,,,,CI,,,3,pre1982
PRE1982_2865,1,N3193C,135,SUBS,CESSNA,180,,CESSNA,180,CESSNA 180,AIR,1,,,,,,,CI,,,3,pre1982
PRE1982_2881,1,N4893P,135,SUBS,PIPER,PA23,,PIPER,PA23,PIPER PA23,AIR,2,,,,,,,CI,,,3,pre1982
PRE1982_2914,1,N8315D,135,SUBS,BEECHCRAFT,J35,,BEECHCRAFT,J35,BEECHCRAFT J35,AIR,1,,,,,,,CI,,,3,pre1982
PRE1982_2925,1,N7377E,135,SUBS,CESSNA,210,,CESSNA,210,CESSNA 210,AIR,1,,,,,,,B0,,,3,pre1982
PRE1982_3013,1,N4033Y,135,SUBS,CESSNA,185,,CESSNA,185,CESSNA 185,AIR,1,,,,,,,CI,,,3,pre1982
PRE1982_3019,1,N9122T,135,SUBS,CESSNA,180,,CESSNA,180,CESSNA 180,AIR,1,,,,,,,CI,,,3,pre1982
PRE1982_3029,1,N2754U,135,SUBS,CESSNA,172D,,CESSNA,172,CESSNA 172,AIR,1,,,,,,,CI,,,3,pre1982
PRE1982_3064,1,N4076P,135,SUBS,PIPER,PA23,,PIPER,PA23,PIPER PA23,AIR,2,,,,,,,CI,,,3,pre1982
PRE1982_3099,1,N9305R,135,SUBS,CESSNA,195,,CESSNA,195,CESSNA 195,AIR,1,,,,,,,CI,,,3,pre1982
PRE1982_3108,1,N9850X,135,SUBS,CESSNA,185,,CESSNA,185,CESSNA 185,AIR,1,,,,,,,CI,,,3,pre1982
PRE1982_3111,1,N5226A,135,SUBS,CESSNA,310,,CESSNA,310,CESSNA 310,AIR,2,,,,,,,CI,,,3,pre1982
PRE1982_3199,1,N30023,135,SUBS,CESSNA,T50,,CESSNA,T50,CESSNA T50,AIR,2,,,,,,,CI,,,3,pre1982
PRE1982_3205,1,N5104U,135,SUBS,CESSNA,206,,CESSNA,206,CESSNA 206,AIR,1,,,,,,,CJ,,,3,pre1982
PRE1982_3260,1,N4275H,135,SUBS,PIPER,PA14,,PIPER,PA14,PIPER PA14,AIR,1,,,,,,,CJ,,,3,pre1982
PRE1982_3297,1,N3479P,135,SUBS,PIPER,PA23,,PIPER,PA23,PIPER PA23,AIR,2,,,,,,,B2,,,3,pre1982
PRE1982_3331,1,N711K,135,SUBS,BEECHCRAFT,D18,,BEECHCRAFT,D18,BEECHCRAFT D18,AIR,2,,,,,,,CI,,,3,pre1982
PRE1982_3375,1,N4221A,135,DEST,GRUMMAN,G21A,,GRUMMAN,G21A,GRUMMAN G21A,AIR,2,,,,,,,CI,,,4,pre1982
PRE1982_3463,1,N2586K,135,SUBS,LUSCOMBE,8A,,LUSCOMBE,8A,LUSCOMBE 8A,AIR,1,,,,,,,B0,,,3,pre1982
PRE1982_3524,1,N4576B,135,SUBS,CESSNA,180,,CESSNA,180,CESSNA 180,AIR,1,,,,,,,CI,,,3,pre1982
PRE1982_3532,1,N431P,135,SUBS,BEECHCRAFT,C45H,,BEECHCRAFT,C45H,BEECHCRAFT C45H,AIR,2,,,,,,,B2,,,3,pre1982
PRE1982_3648,1,N13482,135,SUBS,STINSON,SRJR,,STINSON,SRJR,STINSON SRJR,AIR,1,,,,,,,CJ,,,3,pre1982
PRE1982_3649,1,N4150P,135,SUBS,PIPER,PA23,,PIPER,PA23,PIPER PA23,AIR,2,,,,,,,CI,,,3,pre1982
PRE1982_3694,1,N5008W,135,SUBS,CESSNA,206,,CESSNA,206,CESSNA 206,AIR,1,,,,,,,CI,,,3,pre1982
PRE1982_3698,1,N3218C,135,SUBS,BEECHCRAFT,E35,,BEECHCRAFT,E35,BEECHCRAFT E35,AIR,1,,,,,,,CI,,,3,pre1982
PRE1982_3713,1,N9683B,135,SUBS,CESSNA,180,,CESSNA,180,CESSNA 180,AIR,1,,,,,,,CI,,,3,pre1982
PRE1982_3731,1,N7579K,135,SUBS,PIPER,PA18,,PIPER,PA18,PIPER PA18,AIR,1,,,,,,,DK,,,3,pre1982
PRE1982_3760,1,N8430C,135,SUBS,AERO COMM,500,,AERO COMM,500,AERO COMM 500,AIR,2,,,,,,,CI,,,3,pre1982
PRE1982_3779,1,N3840B,135,SUBS,BEECHCRAFT,F35,,BEECHCRAFT,F35,BEECHCRAFT F35,AIR,1,,,,,,,CI,,,3,pre1982
PRE1982_3796,1,N9305R,135,SUBS,CESSNA,195,,CESSNA,195,CESSNA 195,AIR,1,,,,,,,CI,,,3,pre1982
PRE1982_3807,1,N4653U,135,SUBS,CESSNA,180,,CESSNA,180,CESSNA 180,AIR,1,,,,,,,CI,,,3,pre1982
PRE1982_3961,1,N8798X,135,SUBS,CESSNA,182,,CESSNA,182,CESSNA 182,AIR,1,,,,,,,CI,,,3,pre1982
PRE1982_3997,1,N7399B,135,SUBS,BEECHCRAFT,E35,,BEECHCRAFT,E35,BEECHCRAFT E35,AIR,1,,,,,,,CI,,,3,pre1982
PRE1982_4051,1,N2100R,135,SUBS,CESSNA,182,,CESSNA,182,CESSNA 182,AIR,1,,,,,,,CJ,,,3,pre1982
PRE1982_4060,1,N2008H,135,SUBS,BEECHCRAFT,D18,,BEECHCRAFT,D18,BEECHCRAFT D18,AIR,2,,,,,,,CJ,,,3,pre1982
PRE1982_4113,1,N8864,135,SUBS,CESSNA,182,,CESSNA,182,CESSNA 182,AIR,1,,,,,,,B2,,,3,pre1982
PRE1982_4167,1,N3661S,135,SUBS,CESSNA,172,,CESSNA,172,CESSNA 172,AIR,1,,,,,,,CI,,,3,pre1982
PRE1982_4169,1,N6276U,135,SUBS,MOONEY,M20C,,MOONEY,M20C,MOONEY M20C,AIR,1,,,,,,,CI,,,3,pre1982
PRE1982_4200,1,N85R,135,SUBS,BEECHCRAFT,D18S,,BEECHCRAFT,D18S,BEECHCRAFT D18S,AIR,2,,,,,,,CJ,,,3,pre1982
PRE1982_4223,1,N2377Q,135,SUBS,BEECHCRAFT,23,,BEECHCRAFT,23,BEECHCRAFT 23,AIR,1,,,,,,,CI,,,3,pre1982
PRE1982_4230,1,N80047,135,SUBS,BEECHCRAFT,D18S,,BEECHCRAFT,D18S,BEECHCRAFT D18S,AIR,2,,,,,,,CI,,,3,pre1982
PRE1982_4257,1,N7038W,135,DEST,PIPER,PA28,,PIPER,PA28,PIPER PA28,AIR,1,,,,,,,CI,,,4,pre1982
PRE1982_4275,1,N9329Z,135,SUBS,BEECHCRAFT,C45H,,BEECHCRAFT,C45H,BEECHCRAFT C45H,AIR,2,,,,,,,CI,,,3,pre1982
PRE1982_4286,1,N2349L,135,SUBS,BEECHCRAFT,23,,BEECHCRAFT,23,BEECHCRAFT 23,AIR,1,,,,,,,CI,,,3,pre1982
PRE1982_4301,1,N9131T,135,SUBS,CESSNA,180,,CESSNA,180,CESSNA 180,AIR,1,,,,,,,CI,,,3,pre1982
PRE1982_4327,1,N258EA,135,DEST,BEECHCRAFT,95B55,,BEECHCRAFT,95B,BEECHCRAFT 95B,AIR,2,,,,,,,CI,,,4,pre1982
PRE1982_4415,1,N6184E,135,SUBS,CESSNA,172,,CESSNA,172,CESSNA 172,AIR,1,,,,,,,CI,,,3,pre1982
PRE1982_4434,1,N9870A,135,DEST,CESSNA,195,,CESSNA,195,CESSNA 195,AIR,1,,,,,,,CI,,,4,pre1982
PRE1982_4450,1,N7484Y,135,SUBS,PIPER,PA30,,PIPER,PA30,PIPER PA30,AIR,2,,,,,,,CJ,,,3,pre1982
PRE1982_4534,1,N9822Z,135,SUBS,BEECHCRAFT,D18,,BEECHCRAFT,D18,BEECHCRAFT D18,AIR,2,,,,,,,CI,,,3,pre1982
PRE1982_4611,1,N691V,135,SUBS,BEECHCRAFT,M35,,BEECHCRAFT,M35,BEECHCRAFT M35,AIR,1,,,,,,,CI,,,3,pre1982
PRE1982_4670,1,N1779H,135,SUBS,CESSNA,310C,,CESSNA,310,CESSNA 310,AIR,2,,,,,,,CI,,,3,pre1982
PRE1982_4671,1,N2173Z,135,DEST,CESSNA,180F,,CESSNA,180,CESSNA 180,AIR,1,,,,,,,CI,,,4,pre1982
PRE1982_4730,1,N161U,135,SUBS,BEECHCRAFT,C45G,,BEECHCRAFT,C45G,BEECHCRAFT C45G,AIR,2,,,,,,,CI,,,3,pre1982
PRE1982_4900,1,N7906W,135,SUBS,PIPER,PA28,,PIPER,PA28,PIPER PA28,AIR,1,,,,,,,CI,,,3,pre1982
PRE1982_4920,1,N7882X,135,SUBS,CESSNA,172,,CESSNA,172,CESSNA 172,AIR,1,,,,,,,CJ,,,3,pre1982
PRE1982_5055,1,N4270C,135,SUBS,DEHAVILAND,DH104,,DEHAVILAND,DH104,DEHAVILAND DH104,AIR,2,,,,,,,CI,,,3,pre1982
PRE1982_5075,1,N315M,135,DEST,BEECHCRAFT,55,,BEECHCRAFT,55,BEECHCRAFT 55,AIR,2,,,,CORPORATE AIR,,,CI,,,4,pre1982
20090724X12005,1,N657DL,121,,BOEING,757,232,BOEING,757,BOEING 757,AIR,2,188,232000,,"Delta Air Lines, Inc.",SCHD,PAX,,63598.0,Y,0,avall
20090724X34459,1,N120HQ,121,,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-20,,EMBRAER,ERJ 170,EMBRAER ERJ 170,AIR,2,86,85711,,REPUBLIC AIRLINE INC,SCHD,PAX,,4581.0,Y,0,avall
20090728X71721,1,N135HQ,121,,EMBRAER,EMB170,,EMBRAER,EMB170,EMBRAER EMB170,AIR,2,90,85717,,"Republic Airlines Inc.,",SCHD,PAX,,3111.0,Y,0,avall
20090730X12915,1,N506AU,121,MINR,BOEING,737-3B7,,BOEING,737,BOEING 737,AIR,2,,135000,,US AIRWAYS INC,SCHD,PAX,,,Y,2,avall
20090805X42956,1,N8543F,121,MINR,BOMBARDIER INC,CL-600-2B19,,BOMBARDIER,CL-600,BOMBARDIER CL-600,AIR,2,,,,PINNACLE AIRLINES INC,SCHD,PAX,,18567.0,Y,2,avall
20090806X21108,1,N328EN,121,,BOEING OF CANADA/DEHAV DIV,DHC-8-311,,BOEING,DHC-8-311,BOEING DHC-8-311,AIR,2,55,41000,,PIEDMONT AIRLINES INC,SCHD,PAX,,31596.0,Y,0,avall
20090806X31035,1,N375PH,121,,BOMBARDIER INC,DHC-8-202,,BOMBARDIER,DHC-8,BOMBARDIER DHC-8,AIR,2,40,,,CONTINENTAL AIRLINES INC,SCHD,PAX,,,Y,0,avall
20090806X31035,2,N24103,121,,EMBRAER,EMB-145XR,,EMBRAER,EMB-145,EMBRAER EMB-145,AIR,2,55,,,CONTINENTAL AIRLINES INC,SCHD,PAX,,,Y,0,avall
20090808X42846,2,N401LH,135,SUBS,EUROCOPTER,AS 350 BA,,EUROCOPTER,350,EUROCOPTER 350,HELI,1,7,4630,,LIBERTY HELICOPTERS,NSCH,PAX,,13095.0,N,3,avall
20090810X21314,1,N76156,121,,BOEING,767-224,,BOEING,767,BOEING 767,AIR,2,186,395000,,CONTINENTAL AIRLINES INC,SCHD,PAX,,38844.0,Y,0,avall
20090817X40557,1,N8209U,135,SUBS,CESSNA,185,,CESSNA,185,CESSNA 185,AIR,1,6,3200,,WRANGELL MOUNTAIN AIR INC,NSCH,PAX,,7731.0,N,3,avall
20090825X64630,1,N802QS,135,,CESSNA,CE-560,CITATION V,CESSNA,560,CESSNA 560,AIR,2,10,16830,,NetJets,NSCH,PAX,,2242.0,Y,0,avall
20090828X50844,1,N384WA,121,,MCDONNELL DOUGLAS,MD11,,MCDONNELL DOUGLAS,MD11,MCDONNELL DOUGLAS MD11,AIR,3,,,,ARROW AIR INC,NSCH,CARG,,,Y,0,avall
20090828X61756,1,N994AT,121,,BOEING,717-200,,BOEING,717,BOEING 717,AIR,2,123,121000,,Airtran Airways,SCHD,PAX,,,Y,0,avall
20090828X73416,1,N4600Q,135,SUBS,CESSNA,210K,K,CESSNA,210,CESSNA 210,AIR,1,6,3800,,SEDONA SKY TREKS INC,NSCH,PAX,,8192.0,N,3,avall
20090909X82446,1,N670SW,121,MINR,BOEING,737,3G7,BOEING,737,BOEING 737,AIR,2,145,139500,,"Southwest Airlines, Co.",SCHD,PAX,,69060.0,Y,2,avall
20090910X95942,1,N840MH,121,MINR,BOEING,767 432ER,432ER,BOEING,767,BOEING 767,AIR,,,,2001,DELTA AIR LINES INC,SCHD,PAX,,,Y,2,avall
20090910X53412,1,N258JB,121,MINR,EMBRAER,ERJ 190-100 IGW,,EMBRAER,ERJ 190,EMBRAER ERJ 190,AIR,2,20,,,JetBlue Airways,SCHD,PAX,,,Y,2,avall
20090914X80010,1,N4186Y,135,SUBS,ROBINSON HELICOPTER COMPANY,R44 II,,ROBINSON HELICOPTER COMPANY,R44,ROBINSON HELICOPTER COMPANY R44,HELI,1,4,2500,,ALPINE AIR ALASKA INC,NSCH,PAX,,487.0,N,3,avall
20090915X12034,1,N336DN,135,DEST,CESSNA,208,,CESSNA,208,CESSNA 208,AIR,1,8,8000,,NORTH AMERICAN FLIGHT SERVICES INC,NSCH,PAX,,10182.0,N,4,avall
20090918X20657,1,N2594M,135,SUBS,PIPER,PA-12,,PIPER,PA-12,PIPER PA-12,AIR,1,3,,,MAGNUSON AIRWAYS LLC,NSCH,PAX,,3283.0,N,3,avall
20090918X00417,1,N349TA,135,SUBS,CASA,212-200,,CASA,212,CASA 212,AIR,2,2,16976,,Bering Air Inc.,NSCH,CARG,,9906.0,Y,3,avall
20090921X73211,1,N66051,121,MINR,BOEING,767,424ER,BOEING,767,BOEING 767,AIR,2,252,327600,,Continental Airlines,SCHD,PAX,,,Y,2,avall
20090921X05830,1,N367PH,121,SUBS,BOMBARDIER INC,DHC-8-202,,BOMBARDIER,DHC-8,BOMBARDIER DHC-8,AIR,2,40,,,CHAMPLAIN ENTERPRISES INC,SCHD,PAX,,23810.0,Y,3,avall
20090922X51734,1,N1048,135,SUBS,CESSNA,402B,,CESSNA,402,CESSNA 402,AIR,2,2,6300,,DAEDALUS INC  DBA,NSCH,CARG,,12444.0,N,3,avall
20090924X34441,1,N103LN,135,SUBS,EUROCOPTER,AS 350 B3,,EUROCOPTER,350,EUROCOPTER 350,HELI,1,4,4961,,Air Methods Corp,NSCH,PAX,,5224.0,N,3,avall
20090925X65328,1,N452XJ,121,,SAAB,340B,,SAAB,340B,SAAB 340B,AIR,2,37,29000,,"Mesaba Aviation, Inc.",SCHD,PAX,,,Y,0,avall
20091002X22413,1,N31KT,135,SUBS,CESSNA,421B,,CESSNA,421,CESSNA 421,AIR,2,8,7250,,Western Air Charter,NSCH,PAX,,4850.0,N,3,avall
20091019X45931,1,N861MA,135,SUBS,CESSNA,208B,,CESSNA,208,CESSNA 208,AIR,1,9,8785,,MOKULELE AIR GROUP INC,SCHD,PAX,,5008.0,Y,3,avall
20091020X05636,1,N185DN,121,,BOEING,767,332,BOEING,767,BOEING 767,AIR,2,230,412000,,"Delta Air Lines, Inc.",SCHD,PAX,,70009.0,Y,0,avall
20091020X14635,1,N156DL,121,,BOEING,767-3P6,,BOEING,767,BOEING 767,AIR,2,290,409000,,DELTA AIR LINES INC,SCHD,PAX,,76843.0,Y,0,avall
20091022X00120,1,N374NW,121,,AIRBUS,A320,212,AIRBUS,A320,AIRBUS A320,AIR,2,156,167300,,NORTHWEST AIRLINES INC,SCHD,PAX,,23685.0,Y,0,avall
20091023X02824,1,N119AH,135,SUBS,AGUSTA,A119,,AGUSTA,A119,AGUSTA A119,HELI,1,4,5997,,TriState CareFlight LLC,NSCH,PAX,,4122.0,N,3,avall
20091028X64921,1,N701GC,121,SUBS,MCDONNELL DOUGLAS,MD11,F,MCDONNELL DOUGLAS,MD11,MCDONNELL DOUGLAS MD11,AIR,3,,,,CENTURION AIR CARGO INC,NSCH,CARG,,,Y,3,avall
20091029X02444,1,N825MH,121,,BOEING,767-432ER,,BOEING,767,BOEING 767,AIR,2,262,451000,,DELTA AIR LINES INC,SCHD,PAX,,34611.0,Y,0,avall
20091030X64143,1,N935AT,121,,BOEING,717-200,,BOEING,717,BOEING 717,AIR,2,123,120000,,Air Tran Airways,SCHD,PAX,,23031.0,Y,0,avall
20091102X43921,1,N272M,135,SUBS,BELL,206,L1,BELL,206,BELL 206,HELI,1,7,4150,,ROTORCRAFT LEASING COMPANY LLC,NSCH,PAX,,13668.0,N,3,avall
20091102X82140,1,N909DA,121,SUBS,MCDONNELL DOUGLAS,MD-90-30,,MCDONNELL DOUGLAS,MD-90,MCDONNELL DOUGLAS MD-90,AIR,2,158,161000,,DELTA AIR LINES INC,SCHD,PAX,,38842.0,Y,3,avall
20091104X23538,1,N330AV,135,MINR,BEECH,C-99,,BEECHCRAFT,99,BEECHCRAFT 99,AIR,2,2,11300,,"Ameriflight, LLC",NSCH,CARG,,22205.0,N,2,avall
20091117X55556,1,N924FR,121,MINR,AIRBUS,A319-111,,AIRBUS,A319,AIRBUS A319,AIR,2,,,,Frontier Airlines,SCHD,PAX,,,Y,2,avall
20091121X54759,1,N551CR,135,SUBS,MCDONNELL DOUGLAS HELI CO,369E,,MCDONNELL DOUGLAS,369E,MCDONNELL DOUGLAS 369E,HELI,1,5,3000,,K & S HELICOPTERS INC,NSCH,PAX,,11392.0,N,3,avall
20091124X94107,1,N209UA,121,,BOEING,777-200,,BOEING,777,BOEING 777,AIR,2,200,640000,,"United Airlines Inc.,",SCHD,PAX,,41788.0,Y,0,avall
20091209X45217,1,N548SA,135,SUBS,AEROSPATIALE,AS 355F1,,AEROSPATIALE,355F,AEROSPATIALE 355F,HELI,2,7,4950,,HELIUSA AIRWAYS INC,NSCH,PAX,,7390.0,N,3,avall
20091210X11359,1,N701FX,135,,CESSNA,208B,,CESSNA,208,CESSNA 208,AIR,1,,8750,,"Wiggins Airways, Inc.",NSCH,CARG,,6606.0,N,0,avall
20091214X41802,1,N483A,121,MINR,BOEING,MD,82,BOEING,MD,BOEING MD,AIR,2,,,,American Airlines,SCHD,PAX,,,Y,2,avall
20091215X64622,1,N411BL,135,SUBS,BEECH,200,,BEECHCRAFT,200,BEECHCRAFT 200,AIR,2,11,12500,,BUTLER AVIATION INC,NSCH,PAX,,9648.0,N,3,avall
20091216X40340,1,,121,,,,,UNKNOWN,UNKNOWN,UNKNOWN UNKNOWN,,,,,,PINNACLE AIRLINES INC,SCHD,PAX,,,Y,0,avall
20091223X12805,1,N977AN,121,SUBS,BOEING,737,823,BOEING,737,BOEING 737,AIR,2,,,,"American Airlines Inc.,",SCHD,PAX,,,Y,3,avall
20091223X50505,1,N515AE,121,SUBS,BOMBARDIER,CL600 2C10,700,BOMBARDIER,CL600 2C10,BOMBARDIER CL600 2C10,AIR,2,,,,American Eagle,SCHD,PAX,,,,3,avall
20091228X02839,1,N798P,135,SUBS,SIKORSKY,S-76C++,,SIKORSKY,76C,SIKORSKY 76C,HELI,2,14,11700,,"Petroleum Helicopters International, Inc",NSCH,PAX,,2257.0,Y,3,avall
20091228X15816,1,N494AE,121,MINR,ATR,ATR72,212A,ATR,ATR72,ATR ATR72,AIR,2,68,50265,,EXECUTIVE AIRLINES INC,SCHD,PAX,,20915.0,Y,2,avall
20091229X00323,1,N520NE,135,SUBS,CESSNA,402C,,CESSNA,402,CESSNA 402,AIR,2,10,,,Aero Charter and Transport,NSCH,CARG,,18404.0,N,3,avall
20001207X04404,1,N61043,135,SUBS,MAULE,M-7,M-7,MAULE,7,MAULE 7,AIR,1,4,2500,,,NSCH,PAX,UNK,398.0,N,3,pre2008
20001207X04412,1,N56564,135,SUBS,MAULE,M-7-235,M-7-235,MAULE,7,MAULE 7,AIR,1,4,2750,,,NSCH,PAX,UNK,1250.0,N,3,pre2008
20001208X05677,1,N614FE,121,SUBS,McDonnell Douglas,MD-11-F,MD-11-F,MCDONNELL DOUGLAS,MD-11,MCDONNELL DOUGLAS MD-11,AIR,3,4,625500,,FEDERAL EXPRESS,NSCH,CARG,UNK,12393.0,Y,3,pre2008
20001208X05678,1,N4109E,135,SUBS,Piper,PA-31-350,PA-31-350,PIPER,PA-31,PIPER PA-31,AIR,2,9,7250,,,SCHD,PACA,UNK,11070.0,N,3,pre2008
20001208X06131,1,N54LA,135,DEST,de Havilland,DHC-2,DHC-2,DEHAVILLAND,2,DEHAVILLAND 2,AIR,1,2,5090,,LYNDEN AIR CARGO,NSCH,CARG,UNK,11047.0,N,4,pre2008
20001208X06132,1,N313RS,121,DEST,Douglas,DC-6A,DC-6A,MCDONNELL DOUGLAS,DC-6,MCDONNELL DOUGLAS DC-6,AIR,4,5,103800,,,NSCH,CARG,UNK,38248.0,Y,4,pre2008
20001208X06644,1,N2181Z,135,SUBS,Piper,PA-32,PA-32,PIPER,PA-32,PIPER PA-32,AIR,1,6,3400,,,NSCH,PAX,UNK,6740.0,N,3,pre2008
20001208X06649,1,N7312C,135,DEST,Cessna,206G,206G,CESSNA,206,CESSNA 206,AIR,1,6,3600,,,NSCH,PAX,UNK,2066.0,N,4,pre2008
20001208X06390,1,N660PA,135,DEST,Grumman,G21-G,G21-G,GRUMMAN,G21,GRUMMAN G21,AIR,2,10,12500,,,NSCH,PAX,UNK,13381.0,N,4,pre2008
20001208X05336,1,N5462E,135,MINR,Helio,H295,H295,HELIO,H295,HELIO H295,AIR,1,4,3400,,,NSCH,PAX,UNK,,N,2,pre2008
20001207X04796,1,N88BC,135,SUBS,CESSNA,207,207,CESSNA,207,CESSNA 207,AIR,1,7,3800,,,SCHD,PAX,UNK,12884.0,N,3,pre2008
20001207X04797,1,N7430N,135,SUBS,CESSNA,206,206,CESSNA,206,CESSNA 206,AIR,1,6,3600,,,NSCH,PAX,UNK,6500.0,N,3,pre2008
20001207X04935,1,N15175,135,SUBS,PIPER,PA-32-300,PA-32-300,PIPER,PA-32,PIPER PA-32,AIR,1,6,3400,,,NSCH,PAX,UNK,5969.0,N,3,pre2008
20001207X04937,1,N340K,135,SUBS,Beech,G18S,G18S,BEECHCRAFT,G18S,BEECHCRAFT G18S,AIR,2,2,10100,,,NSCH,CARG,UNK,6886.0,N,3,pre2008
20001207X04938,1,N5293X,135,SUBS,CESSNA,U206G,U206G,CESSNA,U206,CESSNA U206,AIR,1,5,3600,,,SCHD,PAX,UNK,9341.0,N,3,pre2008
20001208X05206,1,N622DL,121,MINR,BOEING,757-232,757-232,BOEING,757,BOEING 757,AIR,2,190,223800,,"DELTA AIRLINES, INC.",SCHD,PACA,UNK,30708.0,Y,2,pre2008
20001208X05206,2,N524UA,121,SUBS,BOEING,757-222,757-222,BOEING,757,BOEING 757,AIR,2,195,231000,,,SCHD,PACA,UNK,14407.0,Y,3,pre2008
20001208X05337,1,N8374T,135,SUBS,PIPER,PA-32-301,PA-32-301,PIPER,PA-32,PIPER PA-32,AIR,1,7,3600,,,SCHD,PAX,UNK,8077.0,N,3,pre2008
20001208X05340,1,N5246E,135,SUBS,Cessna,185F,185F,CESSNA,185,CESSNA 185,AIR,1,6,3350,,,NSCH,PAX,UNK,5438.0,N,3,pre2008
20001208X05343,1,N93829,135,SUBS,Cessna,185,185,CESSNA,185,CESSNA 185,AIR,1,1,3350,,HAGELAND AVIATION,NSCH,CARG,UNK,9748.0,N,3,pre2008
20001208X05497,1,N6282H,135,DEST,Cessna,207,207,CESSNA,207,CESSNA 207,AIR,1,2,3800,,,NSCH,CARG,UNK,15367.0,N,4,pre2008
20001208X05499,1,N244PL,135,DEST,Cessna,206G,206G,CESSNA,206,CESSNA 206,AIR,1,6,3800,,,NSCH,PAX,UNK,3800.0,N,4,pre2008
20001208X05683,1,N670PA,135,SUBS,Swearingen,SW-4,SW-4,SWEARINGEN,4,SWEARINGEN 4,AIR,2,18,16000,,,SCHD,PACA,UNK,17167.0,Y,3,pre2008
20001208X05691,1,N216CS,135,SUBS,Beech,99C,99C,BEECHCRAFT,99C,BEECHCRAFT 99C,AIR,2,17,11300,,,SCHD,PACA,UNK,12599.0,Y,3,pre2008
20001208X05889,1,N91052,135,SUBS,Cessna,207,207,CESSNA,207,CESSNA 207,AIR,1,8,3800,,LARRY'S FLYING SERVICE,NSCH,PACA,UNK,11186.0,N,3,pre2008
20001208X05891,1,N501FS,135,SUBS,Swearingen,SA-26,SA-26,SWEARINGEN,26,SWEARINGEN 26,AIR,2,10,12500,,,NSCH,CARG,UNK,7720.0,N,3,pre2008
20001208X06135,1,N700WA,135,SUBS,Beech,18,18,BEECHCRAFT,18,BEECHCRAFT 18,AIR,2,6,11500,,FS AIR SERVICE,NSCH,PACA,UNK,11128.0,N,3,pre2008
