recnum,trans_date,docket_no,regist_no,date_occurrence,locat_near,location,acft_make,acft_model,second_acft_regno,time_occur,acc_inc_class,locat_state_terr,acft_make_code,acft_model_code,engin_make,engin_model,type_craft,landing_gear,wgt_cat,no_engines,type_power,acft_adamg,fire_aftr_impt,fuel_type,type_operator,kind_fly_gena,name_comm_carr,operation_type,accident_type1,operation_phase1,accident_type2,operation_phase2,alt_of_occ,recv_alt,aircraft_speed,operator,forced_landing,emergency,recov_loss,oxy_systm,paraachute,light_cond,type_weathr,wethr_brief,wethr_forcast,flight_plan,instrm_approh,air_equt_inst_flt,airpt_proix,airpt_acc_dirt,lat_dist,airport_class,airport_name,elev_airpt,runwy_comp,runwy_cond,runwy_lite,runwy_hazz,runwy_barr,tower_unicom,runway_ln,depart_pt,lastpln_depart,inten_destin,gndele_accsite,terrain_typ,miss_aircft,airspace_seg,pilot_involed1,pilot_involed2,hours_total_pilot1,hours_total_pilot2,hours_in_type_pilot1,hours_in_type_pilot2,age_pilot1,age_pilot2,medical_cert_pilot1,medical_cert_pilot2,rating_1,rating_2,rated_aircraft_1,rated_aircraft_2,certificate_pilot1,certificate_pilot2,occupation_1,occupation_2,at_controls,cause_factor_1p,cause_factor_1m,cause_factor_1s,cause_factor_2p,cause_factor_2m,cause_factor_2s,cause_factor_3p,cause_factor_3m,cause_factor_3s,cause_factor_4p,cause_factor_4m,cause_factor_4s,cause_factor_5p,cause_factor_5m,cause_factor_5s,cause_factor_6p,cause_factor_6m,cause_factor_6s,cause_factor_7p,cause_factor_7m,cause_factor_7s,cause_factor_8p,cause_factor_8m,cause_factor_8s,cause_factor_9p,cause_factor_9m,cause_factor_9s,cause_factor_10p,cause_factor_10m,cause_factor_10s,injury_index,pilot_fatal,pilot_serious,pilot_minor,pilot_none,pilot_unknown,pilot_totals,co_pilot_fatal,co_pilot_serious,co_pilot_minor,co_pilot_none,co_pilot_unknown,co_pilot_totals,dual_student_fatal,dual_student_serious,dual_student_minor,dual_student_none,dual_student_unknown,dual_student_totals,hull_loss,chk_pilot_fatal,chk_pilot_serious,chk_pilot_minor,chk_pilot_none,chk_pilot_unknown,chk_pilot_totals,flt_engn_fatal,flt_engn_serious,flt_engn_minor,flt_engn_none,flt_engn_unknown,flt_engn_totals,navigtr_fatal,navigtr_serious,navigtr_minor,navigtr_none,navigtr_unknown,navigtr_totals,cabin_attn_fatal,cabin_attn_serious,cabin_attn_minor,cabin_attn_none,cabin_attn_unknown,cabin_attn_totals,extra_crew_fatal,extra_crew_serious,extra_crew_minor,extra_crew_none,extra_crew_unknown,extra_crew_totals,passengers_fatal,passengers_serious,passengers_minor,passengers_none,passengers_unknown,passengers_totals,total_abrd_fatal,total_abrd_serious,total_abrd_minor,total_abrd_none,total_abrd_unknown,total_abrd_totals,other_airc_fatal,other_airc_serious,other_airc_minor,other_airc_none,other_airc_unknown,other_airc_totals,other_grnd_fatal,other_grnd_serious,other_grnd_minor,other_grnd_none,other_grnd_unknown,other_xxxx_totals,bi_fligt_rev,recency_expr,comm_plt_prof,runway_used,grand_total_fatal,grand_total_serious,grand_total_minor,grand_total_none,grand_total_unknown,grand_total_totals,faa_persnl_fatal,_source_file,_ingested_at
621,1966-07-07 00:00:00,2 0367,N3104Y,1964-07-07 00:00:00,N,CLEWISTON FLORIDA,CESSNA,182,,2040,A,09,039,17,20,26,A,A,A,1,A,D,,,M,B2,,,7,Z,,,,,,,Z,,,,,D,A,E,A,B,,Y,N,,,,,,,,,,,,,,,,00008,K,B,,A,,009000,,001777,,500,,F6,,A1,,Y8,,B2,,Y8,,A,84,A,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
622,1967-04-25 00:00:00,2 0368,N8854F,1964-07-25 00:00:00,,CLIO S C,HUGHES,269A,,0945,A,40,077,01,12,09,B,E,A,1,A,S,,,C,DD,,,U,D1,G,EI,,,,,B,,,,,B,A,,,A,,,N,,,,,,,,,,,,,,,,00172,J,,,A,,018500,,000322,,299,,B2,,T3,,,,C3,,A,,A,64,A,29,68,A,D1,88,A,63,64,C,27,74,J,J2,,,,,,,,,,,,,,,,N,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
623,1966-06-08 00:00:00,2 0369,N5135P,1964-05-11 00:00:00,,SEVERANCE KAN,PIPER,PA24,,1215,A,16,124,25,12,09,A,A,A,1,A,S,,,D,B2,,,J,EF,NF,EK,,,,,,,,,,B,A,,,A,,,A,,,E,JOE RUSH,00900,C,,,,,,01250,,,,,,,,A,,003000,,000277,,377,,C3,,A1,,,,B2,,Y8,,A,64,C,17,64,C,07,88,L,22,,,,,,,,,,,,,,,,,,,,,,C,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
624,1968-07-26 00:00:00,2 0370,N7868D,1964-05-10 00:00:00,,W MEMPHIS ARK,PIPER,PA18A,,1745,A,04,124,20,12,06,A,A,A,1,A,D,Y,,C,CA,,,N0,DL,,,,,,,,,,,,B,A,,,A,,,N,,,,,,,,,,,,,,,,00215,D,,,A,,Z9,,Z9,,422,,B2,,P7,,,,C3,,G7,,A,64,A,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
625,1966-06-22 00:00:00,2 0371,N84613,1964-05-09 00:00:00,,LEBANON IND,AERONCA,7AC,,1600,A,14,003,12,20,11,A,A,A,1,A,D,,,D,B0,,,N1,D8,,,,,,,,,,,,B,A,,,A,,,N,,,,,,,,,,,,,,,,Z,,,,A,,000877,,000877,,422,,C3,,A1,,,,A1,,Y8,,A,64,A,17,88,A,14,,,,,,,,,,,,,,,,,,,,,,,,,C,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
626,1966-06-08 00:00:00,2 0372,N1145V,1964-05-07 00:00:00,,TRURO BEACH MASS,AERONCA,7BCM,,Z,A,21,003,12,20,,A,A,A,1,A,D,,,J,B1,,,7,Z,,,,,,,,,,,,Z,Z,,,A,,,Z,,,,,,,,,,,,,,,,,,R,,A,,010000,,Z9,,422,,C3,,A1,,,,B2,,Y8,,A,84,A,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
627,1966-02-19 00:00:00,2 0373,N2627V,1964-05-02 00:00:00,,BONNER SPGS KAN,CESSNA,170,,1900,A,16,039,13,20,14,A,A,A,1,A,D,Y,A,D,B0,,,Q,C1,,,,,,,,,,,,B,A,,,A,,,A,,,F,SUBURBAN AIRPARK,00875,C,,,,,,,,,,,,,,A,,000511,,000100,,333,,C3,,A1,,,,B2,,Y8,,A,64,A,16,64,A,29,84,A,J,88,J,76,,,,,,,,,,,,,,,,,,,C,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,0,2,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
628,1966-06-08 00:00:00,2 0374,N5549V,1964-02-01 00:00:00,,PUEBLO COLO,STUBBE,,,1530,A,06,200,,20,13,A,A,A,1,A,M,,,D,B0,,,U,D1,N0,EB,,,,,A,,,,,B,A,,,A,,,G,H,,F,PUEBLO,4700,,,,,,,,,,,4700,D,,,A,,005255,,000011,,277,,C3,,A1,,,,A1,,Y8,,A,74,C,KA,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
629,1966-07-07 00:00:00,2 0375,N9799X,1964-03-11 00:00:00,N,KANKAKEE ILLINOIS,CESSNA,210D,,1630,A,13,039,19,20,28,A,A,A,1,A,D,,,D,B2,,,N1,D1,,,00660,,,,,,,,,B,B,Z,A,A,,Y,N,,,,,,,,,,,,,,,,00625,H,,,A,,018000,,000200,,577,,C3,,A1,,Y8,,B2,,D4,,A,64,A,04,64,A,33,82,J,A,82,J,D,,,,,,,,,,,,,,,,,,,F,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
630,1968-10-03 00:00:00,2 0376,N110WB,1964-03-21 00:00:00,N,KNOXVILLE TENN,BEECHCRAFT,E18S,,1155,A,42,022,17,39,07,A,A,A,2,A,D,Y,A,B,B3,,,M0,D1,,,04560,,,,,,,,,B,B,Z,A,A,,Y,N,,,,,,,,,,,,,,,,04760,A,R,,A,B,124500,002933,008000,Z9,466,444,H8,C3,P7,A1,Y8,X7,C3,B2,G7,D4,Z,64,A,04,84,A,J,64,A,29,82,J,A,,,,,,,,,,,,,,,,,,,F,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
631,1966-07-07 00:00:00,2 0377,N6679D,1964-04-20 00:00:00,,ASHEVILLE N C,VERTOL,107 II,,1002,A,33,164,03,24,02,B,C,B,2,F,S,Y,,K,DB,,,G,EH,,,,,,,,,,,,B,A,,,A,,,A,,,A,ASHEVILLE,02161,B,,,,,,,,,,02161,,,,A,B,025166,054699,007611,000511,ZA,ZB,Z9,Z9,T3,T3,,,C3,C3,G7,G7,A,84,A,J,88,J,85,,,,,,,,,,,,,,,,,,,,,,,,,N,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
632,1972-05-15 00:00:00,2 0378,N451HC,1964-04-27 00:00:00,,BILLINGS MONT,BEECH,65,,1005,A,26,022,23,12,17,A,A,A,2,A,D,Y,C,B,B3,,,U,EB,Q,EB,03300,,,,,,,,,B,A,Z,A,B,,Y,H,F,01200,A,LOGAN FIELD,03606,,,,,,,08600,,,,03150,Y,,,A,B,070411,024455,Z9,Z9,333,499,D4,F6,P7,A1,Z9,X7,F6,A1,G7,D4,Z,64,C,32,88,C,19,65,C,32,88,C,19,64,C,30,88,C,96,88,J,07,88,J,48,,,,,,,F,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
633,1966-09-28 00:00:00,2 0379,N7989X,1964-04-29 00:00:00,,MUSKEGON MICH,CESSNA,172,,2140,A,22,039,14,20,24,A,A,A,1,A,D,,,M,B1,,,M0,D1,,,,,,,,,,,,D,B,N,D,A,,Y,K,M,Z,A,MUSKEGON COUNTY,00628,Z,,A,,,A,05000,,,,00575,K,R,,A,B,022000,003000,Z9,Z9,455,399,F6,F6,A1,A1,Z9,Z9,B2,B2,Z9,Z9,Z,64,A,53,82,A,A,82,A,C,88,J,88,,,,,,,,,,,,,,,,,,,F,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
634,1969-06-24 00:00:00,2 0380,N28260,1964-04-30 00:00:00,N,PAULINA OREGON,PIPER,J-5A,,1445,A,37,124,13,20,11,A,A,A,1,A,D,,,D,B0,,,M1,D9,,,Z,,,,,,,,,B,B,Z,A,A,,X,N,,,,,,,,,,,,,,,,04700,D,R,,A,,002411,,000688,,411,,C3,,A1,,Y8,,B2,,E5,,A,64,A,04,64,A,29,82,J,B,82,J,A,64,1,33,,,,,,,,,,,,,,,,F,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
635,1966-07-07 00:00:00,2 0381,N1806C,1964-05-13 00:00:00,N,LAKEVILLE INDIANA,CESSNA,170B,,0945,A,14,039,13,20,14,A,A,A,1,A,D,,,D,B2,,,N1,D1,,,00850,,,,,,,,,B,B,Z,E,A,,Y,N,,,,,,,,,,,,,,,,00800,H,R,,A,,009000,,Z9,,566,,E5,,A1,,Z9,,B2,,Y8,,A,64,A,04,64,A,33,82,J,A,82,J,C,,,,,,,,,,,,,,,,,,,F,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
636,1966-06-22 00:00:00,2 0382,N9712F,1964-05-14 00:00:00,,UNIONTOWN PA,STINSON,108,,1030,A,38,162,02,04,,A,A,A,1,A,D,,,M,B0,,,N2,D1,,,,,,,,,,,,B,B,N,A,A,,Z,N,,,,,,,,,,,,,,,,02540,H,,,A,,005000,,002000,,288,,B2,,E5,,,,C3,,Y8,,A,64,A,20,64,A,26,64,A,29,64,A,33,64,J,04,64,J,27,,,,,,,,,,,,,C,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
637,1966-06-22 00:00:00,2 0383,N9148D,1964-05-19 00:00:00,N,SULPHUR OKLA,PIPER,PA18,,0930,A,36,124,20,12,06,A,A,A,1,A,D,,,C,CA,,,Q,DK,,,,,,,,,,,,B,A,,,A,,,N,,,,,,,,,,,,,,,,01200,B,,,A,,004500,,002000,,288,,E5,,A1,,,,C3,,G7,,A,64,A,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
638,1964-12-07 00:00:00,2 0384,N4767M,1964-07-12 00:00:00,,SULLIVAN IND,PIPER,PA11,,1630,A,14,124,05,20,06,A,B,A,1,A,D,,,D,B0,,,Q,C1,,,00570,,,,,,,,,B,A,,,A,,,N,,,,,,,,,,,,,,,,00520,D,,,A,,00500,,00475,,59,,E,,I,,Y,,B,,Y,,A,64,A,16,64,A,29,88,A,76,,,,,,,,,,,,,,,,,,,,,,C,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
639,1967-04-25 00:00:00,2 0385,N73914,1964-06-23 00:00:00,,BONDURANT WYO,BELL,47G3B1,,0804,A,50,024,03,12,35,B,E,A,1,A,S,,,C,CA,,,N0,DJ,,,,,,,D,,,,,B,A,,,A,,,N,,,,,,,,,,,,,,,,06030,Z,,,A,,093177,,005600,,377,,B2,,T3,,,,G7,,G7,,A,64,A,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
640,1966-07-07 00:00:00,2 0386,N5336V,1964-07-17 00:00:00,,24W SKWENTNA ALAS,HILLER,UH12EL,,1107,A,02,076,04,12,21,B,E,A,1,A,S,Y,,F,CT,,,I,EE,,,,,,,,,,,,B,A,,,A,,,N,,,,,,,,,,,,,,,,04000,A,,,A,,065000,,002800,,466,,E5,,T3,,,,C3,,G7,,A,64,A,18,88,A,AQ,,,,,,,,,,,,,,,,,,,,,,,,,M,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
641,1966-07-07 00:00:00,2 0387,N7958T,1964-01-10 00:00:00,,TRINIDAD COLO,CESSNA,175A,,2000,A,06,039,15,20,23,A,A,A,1,A,D,,,F,B2,,,M0,D1,,,,,,,,,,,,D,D,N,A,A,,Y,N,,,,,,,,,,,,,,,,04000,A,R,,A,,009755,,009522,,400,,F6,,A1,,,,B2,,Y8,,A,64,A,04,64,A,27,82,J,D,,,,,,,,,,,,,,,,,,,,,,F,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
642,1965-01-07 00:00:00,2 0388,N113H,1964-05-11 00:00:00,,BAYPORT NY,GLOBE,GC1B,,1730,A,32,162,01,20,13,A,A,A,1,A,D,,,D,B0,,,U,D1,N1,EY,,,,,B,,,,,B,A,,,A,,,F,C,,F,EDWARDS,00040,,,,,,,,,,,00040,E,,,A,,00318,,00022,,45,,C,,A,,,,B,,Y,,A,74,C,CB,88,C,95,88,C,96,,,,,,,,,,,,,,,,,,,,,,C,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
643,1966-02-19 00:00:00,2 0389,N23265,1964-05-30 00:00:00,,FAIRFIELD NJ,PIPER,J3C,,1420,A,30,124,05,20,11,A,A,A,1,A,D,,,D,DF,,,M0,D7,,,,,,,,,,,,B,A,,,A,,,A,,,F,CALDWELL WRIGHT,00260,,,,,,,,,,,00260,,,,A,,068000,,001000,,322,,A1,,P7,,,,C3,,G7,,A,64,A,66,88,A,AF,64,1,53,,,,,,,,,,,,,,,,,,,,,,C,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
644,1968-10-03 00:00:00,2 0390,N5153K,1964-05-10 00:00:00,,INDIANAPOLIS IND,NAVION,NAV4,,0730,A,14,107,01,12,13,A,A,A,1,A,S,,,D,B0,,,V,EA,N0,EY,,,,,B,,,,,C,A,,,A,,,E,G,,F,SHANKS,740,,,,,,,,,,,740,,,,A,,002200,,001555,,411,,C3,,A1,,,,B2,,Y8,,A,68,C,D1,84,C,J,88,L,95,88,L,BM,88,L,CP,,,,,,,,,,,,,,,,C,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
645,1966-02-19 00:00:00,2 0391,N2751R,1964-05-16 00:00:00,,BARTOW FLA,SCHWEIZER,SG526B,,Z,A,09,142,04,,,C,A,A,0,E,S,,,F,B0,,,M1,D9,,,,,,,,,,,,B,A,,,A,,,A,,,A,BARTOW,00124,Z,,,,,,,,,,00124,,,,A,,003833,,000022,,ZA,,H8,,V5,,,,C3,,Z9,,A,84,A,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
646,1966-07-07 00:00:00,2 0392,N5935X,1964-05-30 00:00:00,,SALINAS CALIF,BRANTLY,B2B,,0700,A,05,028,01,12,34,B,E,A,1,A,S,,,C,CA,,,U,DH,I,EI,,,,,B,,,,,B,A,,,A,,,N,,,,,,,,,,,,,,,,00000,D,,,A,,046455,,003000,,444,,B2,,T3,,,,C3,,G7,,A,88,C,96,88,C,64,88,J,CF,74,J,CJ,,,,,,,,,,,,,,,,,,,N,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
647,1969-07-29 00:00:00,2 0393,N4778C,1964-06-17 00:00:00,,COPLEY TNSHP OHIO,HILLER,UH12B,,1450,A,35,076,02,04,13,B,E,A,1,A,D,Y,C,F,CI,,,U,D1,G,EI,00900,,,,B,,,,,B,A,,,A,,,L,E,,,,,,,,,,,,,,,01100,C,,,A,,115000,,000311,,455,,E5,,T3,,,,C3,,G7,,A,74,C,KA,83,K,F,88,K,AQ,74,1,E9,,,,,,,,,,,,,,,,,,,M,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
648,1966-07-07 00:00:00,2 0394,N7806E,1964-06-29 00:00:00,,NEW RICHMOND IND,CESSNA,150,,1730,A,14,039,12,20,22,A,A,A,1,A,D,,Z,D,DZ,,,N0,D8,,,00825,,,,,,,,,B,A,Z,,A,,,N,,,,,,,,,,,,,,,,00800,C,,,A,,004355,,001322,,477,,C3,,A1,,Y8,,B2,,Y8,,A,64,A,54,88,A,14,,,,,,,,,,,,,,,,,,,,,,,,,F,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
649,1968-07-26 00:00:00,2 0395,N65690,1964-06-30 00:00:00,,GREENSBORO ALA,BOEING,E75,,1700,A,01,027,15,39,07,A,A,A,1,A,D,Y,,C,CA,,,N0,DJ,,,,,,,,,,,,B,A,,,A,,,N,,,,,,,,,,,,,,,,00300,H,,,A,,ZA,,ZA,,355,,B2,,A1,,,,C3,,G7,,A,64,A,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
