recnum,trans_date,docket_no,regist_no,date_occurrence,locat_near,location,acft_make,acft_model,second_acft_regno,time_occur,acc_inc_class,locat_state_terr,acft_make_code,acft_model_code,engin_make,engin_model,type_craft,landing_gear,wgt_cat,no_engines,type_power,acft_adamg,fire_aftr_impt,fuel_type,type_operator,kind_fly_gena,name_comm_carr,operation_type,accident_type1,operation_phase1,accident_type2,operation_phase2,alt_of_occ,recv_alt,aircraft_speed,operator,forced_landing,emergency,recov_loss,oxy_systm,paraachute,light_cond,type_weathr,wethr_brief,wethr_forcast,flight_plan,instrm_approh,air_equt_inst_flt,airpt_proix,airpt_acc_dirt,lat_dist,airport_class,airport_name,elev_airpt,runwy_comp,runwy_cond,runwy_lite,runwy_hazz,runwy_barr,tower_unicom,runway_ln,depart_pt,lastpln_depart,inten_destin,gndele_accsite,terrain_typ,miss_aircft,airspace_seg,pilot_involed1,pilot_involed2,hours_total_pilot1,hours_total_pilot2,hours_in_type_pilot1,hours_in_type_pilot2,age_pilot1,age_pilot2,medical_cert_pilot1,medical_cert_pilot2,rating_1,rating_2,rated_aircraft_1,rated_aircraft_2,certificate_pilot1,certificate_pilot2,occupation_1,occupation_2,at_controls,cause_factor_1p,cause_factor_1m,cause_factor_1s,cause_factor_2p,cause_factor_2m,cause_factor_2s,cause_factor_3p,cause_factor_3m,cause_factor_3s,cause_factor_4p,cause_factor_4m,cause_factor_4s,cause_factor_5p,cause_factor_5m,cause_factor_5s,cause_factor_6p,cause_factor_6m,cause_factor_6s,cause_factor_7p,cause_factor_7m,cause_factor_7s,cause_factor_8p,cause_factor_8m,cause_factor_8s,cause_factor_9p,cause_factor_9m,cause_factor_9s,cause_factor_10p,cause_factor_10m,cause_factor_10s,injury_index,pilot_fatal,pilot_serious,pilot_minor,pilot_none,pilot_unknown,pilot_totals,co_pilot_fatal,co_pilot_serious,co_pilot_minor,co_pilot_none,co_pilot_unknown,co_pilot_totals,dual_student_fatal,dual_student_serious,dual_student_minor,dual_student_none,dual_student_unknown,dual_student_totals,hull_loss,chk_pilot_fatal,chk_pilot_serious,chk_pilot_minor,chk_pilot_none,chk_pilot_unknown,chk_pilot_totals,flt_engn_fatal,flt_engn_serious,flt_engn_minor,flt_engn_none,flt_engn_unknown,flt_engn_totals,navigtr_fatal,navigtr_serious,navigtr_minor,navigtr_none,navigtr_unknown,navigtr_totals,cabin_attn_fatal,cabin_attn_serious,cabin_attn_minor,cabin_attn_none,cabin_attn_unknown,cabin_attn_totals,extra_crew_fatal,extra_crew_serious,extra_crew_minor,extra_crew_none,extra_crew_unknown,extra_crew_totals,passengers_fatal,passengers_serious,passengers_minor,passengers_none,passengers_unknown,passengers_totals,total_abrd_fatal,total_abrd_serious,total_abrd_minor,total_abrd_none,total_abrd_unknown,total_abrd_totals,other_airc_fatal,other_airc_serious,other_airc_minor,other_airc_none,other_airc_unknown,other_airc_totals,other_grnd_fatal,other_grnd_serious,other_grnd_minor,other_grnd_none,other_grnd_unknown,other_xxxx_totals,bi_fligt_rev,recency_expr,comm_plt_prof,runway_used,grand_total_fatal,grand_total_serious,grand_total_minor,grand_total_none,grand_total_unknown,grand_total_totals,faa_persnl_fatal,_source_file,_ingested_at
784,1976-10-13 00:00:00,2 0526,N2144U,1964-07-06 00:00:00,,QUARTZSITE ARIZ,BRANTLY,B2,,2155,A,03,028,01,12,10,B,E,A,1,A,S,,,A,A0,,,Q,D1,,,06000,,,,,,,,,D,A,N,,A,,X,N,,,,,,,,,,,,,,,,01300,D,,,A,C,04770A,00062C,00500A,00062C,48A,28C,EA,CC,TA,TC,YA,YC,FA,AC,GA,C,A,64,A,23,88,1,AW,,,,,,,,,,,,,,,,,,,,,,,,,C,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
785,1966-07-07 00:00:00,2 0527,N7016C,1964-07-20 00:00:00,,GIBBONSVILLE ID,GRUMMAN,TBM-3,,0820,A,12,071,05,52,28,A,A,B,1,A,D,,,C,CA,,,Q,DK,,,Z,,,,,,,,,B,A,,,A,,,N,,,,,,,,,,,,,,,,07600,A,,,A,,08000A,,02500A,,43A,,BA,,MA,,YA,,CA,,GA,,A,64,A,16,82,J,W,,,,,,,,,,,,,,,,,,,,,,,,,F,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
786,1965-01-26 00:00:00,2 0528,N6412U,1964-08-09 00:00:00,,BLANEY PARK MICH,MOONEY,M20C,,1330,A,22,101,03,12,06,A,A,A,1,A,D,,,F,B0,,,Q,C1,N3,C1,,,,,,,,,,B,A,,,A,,,A,,Z,F,BLANEY PARK,00710,C,F,,,,,02250,,,,,,,,A,,00236A,,00029A,,38A,,CA,,AA,,YA,,BA,,YA,,A,64,C,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
787,1965-01-26 00:00:00,2 0529,N9997G,1964-08-15 00:00:00,,SUNNYSIDE WASH,CALLAIR,A6,,1210,A,47,034,01,12,09,A,A,A,1,A,D,Y,,C,CA,,,N0,DJ,,,,,,,,,,,,B,A,,,A,,,N,,,,,,,,,,,,,,,,00800,D,,,A,,02500A,,00050A,,30A,,BA,,IA,,YA,,CA,,GA,,,64,A,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
788,1966-02-19 00:00:00,2 0530,N1565N,1964-08-25 00:00:00,,LUCCA ND,PIPER,J3,,1945,A,34,124,04,12,05,A,A,A,1,A,M,,,C,CB,,,W,B1,,,,,,,,,,,,C,A,,,A,,,R,,00000,E,LINDEMANN,01120,C,Y,,,,,02000,,,,,,,,A,,02262A,,01941A,,37A,,BA,,AA,,YA,,CA,,EA,,A,68,A,K5,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,0,1,0,2,0,PRE1982.MDB,2026-04-14 02:19:16.142676
789,1969-07-29 00:00:00,2 0531,N6276Z,1964-08-31 00:00:00,,PRIOR LAKE MINN,PIPER,PA25,,1000,A,23,124,26,12,06,A,A,A,1,A,S,,,C,CA,,,U,DJ,H,EF,01250,,,,B,,,,,B,A,,,A,,,N,,,,,,,,,,,,,,,,00950,Y,,,A,,02200A,,00200A,,27A,,BA,,RA,,YA,,CA,,GA,,A,74,A,I0,88,A,BM,68,C,D0,68,C,D4,83,K,D,,,,,,,,,,,,,,,,C,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
790,1966-02-19 00:00:00,2 0532,N43582,1964-09-01 00:00:00,,BERLIN NJ,TAYLORCRAFT,BC12D,,1115,A,30,157,05,20,06,A,A,A,1,A,D,,,D,DB,,,U,C1,Q,EB,00450,,,,B,,,,,B,A,,,A,,,F,K,Z,F,AERO HAVEN,00150,A,Y,,,,,03000,,,,,,,,A,,00450A,,ZA,,37A,,CA,,AA,,YA,,CA,,YA,,A,88,A,87,64,C,29,68,C,D0,68,C,D4,64,3,16,,,,,,,,,,,,,,,,F,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
791,1966-02-19 00:00:00,2 0533,N6356K,1964-09-02 00:00:00,,ELIOTT KEY FLA,REPUBLIC,RC3,,1805,A,09,056,02,04,12,A,C,A,1,A,D,,,D,B0,,,V,C1,G,EE,,,,,C,,,,,B,A,,,A,,,N,,,,,,,,,,,,,,,,00000,K,,,A,,ZA,,00046A,,51A,,FA,,IA,,YA,,BA,,YA,,A,74,C,FY,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
792,1965-09-03 00:00:00,2 0534,N2354L,1964-09-04 00:00:00,,TRACY CALIF,BEECHCRAFT,23,,1540,A,05,022,25,12,06,A,A,A,1,A,D,,,D,A0,,,G,EE,E,EE,,,,,,,,,,B,A,,,A,,,N,,,,,,,,,,,,,,,,Z,D,,,A,C,12801A,00225C,00015A,ZC,44A,ZC,AA,ZC,PA,MC,YA,,GA,BC,GA,YC,C,66,C,42,88,L,85,,,,,,,,,,,,,,,,,,,,,,,,,C,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
793,1969-06-24 00:00:00,2 0535,N5350P,1964-09-05 00:00:00,,WAUCHULA FLA,PIPER,PA24,,1740,A,09,124,25,12,20,A,A,A,1,A,D,,,D,B0,,,G,C4,E,C4,,,,,,,,,,B,A,,,A,,,F,K,Z,F,WAUCHULA,00070,C,A,,,,,02500,,,,00070,Y,,,A,,02100A,,00064A,,39A,,CA,,MA,,YA,,CA,,BA,,A,64,C,35,64,C,29,80,L,BA,80,L,BL,64,3,06,,,,,,,,,,,,,,,,C,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
794,1966-06-14 00:00:00,2 0536,N1151Q,1964-09-06 00:00:00,,PHILLIPSBURG KANS,SCHEIBE,SF26A,,1620,A,16,140,03,,,C,A,A,0,E,S,,,D,B0,,,Q,EB,,,,,,,E,,,,,B,A,,,A,,,N,,,,,,,,,,,,,,,,01000,D,,,A,,04000A,,00060A,,37A,,BA,,VA,,YA,,FA,,IA,,A,64,A,16,82,A,H,,,,,,,,,,,,,,,,,,,,,,,,,C,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
795,1966-02-19 00:00:00,2 0537,N3812A,1964-09-07 00:00:00,,COOPERS PLAINS NY,SCHWEIZER,SGS126,,1445,A,32,142,04,,,C,A,A,0,,S,,,M,B0,,,Q,EB,,,,,,,,,,,,B,A,,,A,,,N,,,,,,,,,,,,,,,,01600,D,,,A,,00491A,,00094A,,36A,,BA,,VA,,YA,,CA,,YA,,A,64,A,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
796,1966-02-19 00:00:00,2 0538,N44569,1964-09-07 00:00:00,,BROWNSBURG IND,BEECHCRAFT,C18,N97634,0900,A,14,022,16,39,07,A,A,A,2,A,M,,,D,B0,,,L2,EF,,,,,,,,,,,,B,A,,,A,,,A,,00000,F,SPEEDWAY,00876,C,Y,,,,C,03000,,,,,,,,A,,02100A,,00100A,,42A,,BA,,RA,,YA,,FA,,YA,,A,68,A,K0,80,A,BY,,,,,,,,,,,,,,,,,,,,,,,,,N,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,7,0,7,0,0,0,4,0,0,0,0,0,0,0,4,,,,,0,0,0,11,0,11,0,PRE1982.MDB,2026-04-14 02:19:16.142676
797,1966-02-19 00:00:00,2 0538,N97634,1964-09-07 00:00:00,,BROWNSBURG IND,STINSON,1081,N44569,0900,A,14,162,02,04,11,A,A,A,1,A,S,,,D,B0,,,L2,C0,,,,,,,,,,,,B,A,,,A,,,A,,00000,F,SPEEDWAY,00876,C,Y,,,,C,02780,,,,,,,,A,,00137A,,00025A,,49A,,CA,,AA,,YA,,BA,,YA,,A,64,A,14,80,A,BY,64,1,19,,,,,,,,,,,,,,,,,,,,,,N,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,0,0,0,7,0,0,0,0,0,0,0,7,,,,,0,0,0,11,0,11,0,PRE1982.MDB,2026-04-14 02:19:16.142676
798,1967-04-25 00:00:00,2 0539,N4021A,1964-05-20 00:00:00,N,ENTERPRISE OREG,BELL,47G-2,,0700,A,37,024,02,12,15,B,E,A,1,A,S,Y,,D,CB,,,N0,DF,,,,,,,,,,,,B,A,,,A,,,N,,,,,,,,,,,,,,,,04000,D,,,A,,06400A,,03400A,,38A,,EA,,TA,,YA,,FA,,GA,,A,64,A,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
799,1966-07-07 00:00:00,2 0540,N873Z,1964-06-05 00:00:00,N,HOLOPAW FLORIDA,SIKORSKY,S55,,1115,A,09,145,12,52,03,B,A,A,1,A,S,,,F,CK,,,U,C2,I,EI,00050,,,,B,,,,,B,A,,,A,,,N,,,,,,,,,,,,,,,,00025,D,,,A,,02100A,,01000A,,28A,,BA,,TA,,YA,,CA,,GA,,A,78,C,BJ,88,C,80,68,C,D0,,,,,,,,,,,,,,,,,,,,,,N,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
800,1966-07-07 00:00:00,2 0541,N5386V,1964-07-08 00:00:00,,SAN JUAN PR,HILLER,12E,,0915,A,61,076,04,12,21,B,E,A,1,A,S,,,H,B1,,,G,EI,,,,,,,,,,,,B,A,,,A,,,A,,,E,SAN JUAN INTNL,00000,C,A,,,,,,,,,,,,,A,,12000A,,00075A,,39A,,AA,,TA,,YA,,GA,,GA,,A,64,A,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
801,1966-07-07 00:00:00,2 0542,N2347,1964-07-16 00:00:00,,PATASKALA OHIO,MONOCOUPE,110SPL,,1930,A,35,100,03,48,05,A,A,A,1,A,D,,,D,B0,,,M0,D7,,,03250,,,,,,,,,B,A,,,A,,,N,,,,,,,,,,,,,,,,00750,H,,,A,,03500A,,00064A,,39A,,FA,,AA,,YA,,BA,,YA,,A,84,A,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
802,1966-08-05 00:00:00,2 0543,N66519,1964-07-24 00:00:00,,INVERNESS MISS,BOEING,A75,,1830,A,24,027,15,39,07,A,A,A,1,A,D,,,C,CA,,,U,DG,R0,DG,00200,,,,B,B,,,,B,A,,,A,,,N,,,,,,,,,,,,,,,,00180,D,,,A,,01700A,,00950A,,24A,,BA,,EA,,YA,,CA,,GA,,A,76,C,CA,88,J,95,,,,,,,,,,,,,,,,,,,,,,,,,C,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
803,1968-10-03 00:00:00,2 0544,N4273V,1964-08-06 00:00:00,,SAN JOSE CALIF,CESSNA,170,N4432U,1705,A,05,039,13,20,14,A,A,A,1,A,M,,,D,B0,,,L0,EJ,,,Z,,,,,,,,,B,A,,,A,,,A,,Z,A,SAN JOSE MUN,00053,A,Y,,,,A,04720,,,,,,,,A,,ZA,,00599A,,61A,,FA,,AA,,YA,,BA,,EA,,A,64,A,14,84,A,J,,,,,,,,,,,,,,,,,,,,,,,,,N,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,2,,,,,0,0,0,4,0,4,0,PRE1982.MDB,2026-04-14 02:19:16.142676
804,1965-09-03 00:00:00,2 0544,N4432U,1964-08-06 00:00:00,,SAN JOSE CALIF,CESSNA,150,N4273V,1705,A,05,039,12,20,24,A,A,A,1,A,S,,,A,A0,,,L0,C1,,,Z,,,,,,,,,B,A,,,A,,,A,,Z,A,SAN JOSE MUN,00053,A,Y,,,,A,04720,,,,,,,,A,C,05200A,ZC,01100A,ZC,ZA,Z C,BA,ZC,PA,ZC,YA,,FA,AC,GA,ZC,C,68,A,K0,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,2,,,,,0,0,0,4,0,4,0,PRE1982.MDB,2026-04-14 02:19:16.142676
805,1966-02-19 00:00:00,2 0545,N3599A,1964-08-06 00:00:00,,DOUGLAS ARIZ,PIPER,PA18A,N3850E,1800,A,03,124,21,12,05,A,A,A,1,A,S,,,F,B2,,,L1,EF,,,,,,,,,,,,B,A,,,A,,,A,,,A,BISBEE-DOUGLAS,04158,B,,,,,,07506,,,,,,,,A,,035000,,001000,,311,,C3,,A1,,,,C3,,G7,,A,64,A,14,68,A,K0,,,,,,,,,,,,,,,,,,,,,,,,,N,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,2,,,,,0,0,0,4,0,4,0,PRE1982.MDB,2026-04-14 02:19:16.142676
806,1966-02-19 00:00:00,2 0545,N3850E,1964-08-06 00:00:00,,DOUGLAS ARIZ,AERONCA,11BC,N3599A,1800,A,03,003,09,20,11,A,A,A,1,A,M,,,F,A0,,,L1,EB,,,,,,,,,,,,B,A,,,A,,,A,,,A,BISBEE-DOUGLAS,04158,B,,,,,,07506,,,,,,,,A,C,03000A,C,00100A,C,ZA,C,EA,,AA,,,,FA,,,,C,64,A,14,68,A,K0,,,,,,,,,,,,,,,,,,,,,,,,,N,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,2,,,,,0,0,0,4,0,4,0,PRE1982.MDB,2026-04-14 02:19:16.142676
807,1966-06-08 00:00:00,2 0546,N7196M,1964-09-25 00:00:00,,CULVER IND,CESSNA,175,,1115,A,14,039,15,20,23,A,A,A,1,A,D,,,D,B0,,,K,EB,N0,EB,,,,,,,,,,B,A,,,A,,,A,,Z,E,SCHILLING FARM,00740,C,Y,,,,,02500,,,,,,,,A,,00250A,,00020A,,50A,,CA,,AA,,YA,,BA,,YA,,A,64,C,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
808,1966-02-19 00:00:00,2 0547,N5026H,1964-08-26 00:00:00,N,ANTER N DAK,PIPER,PA11,,1345,A,34,124,05,20,12,A,A,A,1,A,D,Y,,D,CA,,,N0,DJ,,,,,,,,,,,,B,A,,,A,,,N,,,,,,,,,,,,,,,,Z,D,,,A,,09000A,,ZA,,57A,,HA,,MA,,YA,,FA,,GA,,A,64,A,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
809,1966-06-08 00:00:00,2 0548,N1523D,1964-10-09 00:00:00,,SOUTHPORT NC,CESSNA,195,,1830,A,33,039,18,29,06,A,A,A,1,A,D,,,D,B0,,,K,EB,N0,EB,,,,,,,,,,C,A,,,A,,,A,,00500,E,FISH SPOTTERS,00000,C,Y,,,,,02400,,,,,,,,A,,06000A,,00300A,,38A,,BA,,PA,,YA,,FA,,YA,,A,64,C,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
810,1966-07-07 00:00:00,2 0549,N6477Z,1964-09-10 00:00:00,,MCLEAN TEX,PIPER,PA25,,1715,A,43,124,26,12,06,A,A,A,1,A,D,,,D,DE,,,G,EE,NE,EF,,,,,,,,,,B,A,,,A,,,N,,,,,,,,,,,,,,,,02800,Y,,,A,,03500A,,ZA,,33A,,EA,,AA,,YA,,CA,,GA,,A,64,C,25,64,A,62,,,,,,,,,,,,,,,,,,,,,,,,,C,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
811,1965-01-26 00:00:00,2 0550,N65564,1964-09-12 00:00:00,N,CALIPATRIA CALIF,BOEING,B75,,0610,A,05,027,15,39,07,A,A,A,1,A,S,,,C,CA,,,N0,DJ,,,,,,,,,,,,A,A,,,A,,,N,,,,,,,,,,,,,,,,00000,D,,,A,,18000A,,10000A,,54A,,BA,,AA,,YA,,FA,,GA,,A,64,A,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
